flight_id,precipitation,wind,dep_delay
EI7563-764387,Light,Calm,2
BA4773-144177,Dry,Calm,0
U2528-394178,Dry,Windy,35
FR4626-747166,Moderate,Windy,34
FR9679-114745,Light,Calm,0
U28156-713703,Light,Breezy,12
U29439-270718,Heavy,Breezy,20
FR0708-818596,Light,Calm,3
EI5840-846274,Dry,Calm,0
BA6265-600249,Dry,Calm,0
FR5335-912683,Dry,Breezy,0
EI6122-094150,Dry,Calm,6
FR4797-279595,Dry,Breezy,6
FR7323-305838,Dry,Breezy,3
U24079-630823,Light,Windy,2
FR0170-494835,Dry,Calm,0
FR9591-266882,Dry,Windy,20
FR8342-433361,Dry,Calm,2
U25245-981520,Dry,Breezy,7
U25760-957295,Dry,Windy,0
BA1930-082650,Moderate,Calm,0
U28866-389591,Light,Calm,3
EI2811-037809,Dry,Calm,3
U25587-527102,Dry,Calm,14
EI1963-961018,Light,Windy,3
FR5648-231757,Dry,Windy,1
U24104-742317,Dry,Breezy,1
EI7426-125797,Light,Breezy,10
FR8178-406298,Moderate,Breezy,4
FR5039-283472,Light,Breezy,2
BA8626-687671,Light,Windy,2
U25848-018443,Dry,Windy,0
BA4933-794650,Dry,Breezy,5
EI3242-196378,Dry,Breezy,3
FR2043-408001,Light,Breezy,5
U22000-495151,Dry,Windy,0
FR9275-747557,Dry,VeryWindy,14
EI2993-508109,Dry,Breezy,5
EI975-223861,Light,Windy,10
EI9020-708416,Dry,Calm,4
U24829-997956,Dry,Windy,4
FR4685-321978,Light,Breezy,0
EI8639-095380,Light,Breezy,3
BA1276-240195,Moderate,Windy,12
U25928-962005,Light,Breezy,3
FR4088-501174,Dry,Calm,5
BA7091-221758,Dry,Breezy,7
FR8718-217093,Dry,Windy,0
FR4409-048266,Dry,Breezy,4
BA8172-491623,Moderate,Breezy,4
U24747-463508,Light,Calm,21
FR6876-409711,Light,Windy,1
U25249-244447,Light,Breezy,11
U22799-666993,Light,Calm,2
FR5704-592631,Dry,Breezy,10
FR9332-986158,Dry,Windy,0
FR2506-372206,Dry,Breezy,28
U29858-971989,Dry,Calm,4
U25293-593088,Dry,Breezy,9
BA8187-389394,Dry,VeryWindy,30
EI7648-237109,Dry,Breezy,0
BA9051-896516,Heavy,Calm,26
BA338-690747,Moderate,Calm,7
EI9848-661778,Light,Breezy,4
U24603-184192,Dry,Windy,3
EI4190-259139,Light,Calm,0
EI5081-856060,Dry,Breezy,2
U24686-562891,Dry,Calm,5
U28249-722368,Dry,Breezy,4
FR2074-937879,Light,Windy,43
U25987-324565,Moderate,Calm,4
BA5042-033882,Dry,Breezy,2
FR1974-449457,Dry,Breezy,0
FR3440-600951,Light,Windy,6
BA1278-699929,Dry,VeryWindy,0
EI7039-741237,Moderate,Breezy,0
BA3443-837081,Dry,Windy,17
BA9329-135147,Dry,Calm,2
EI3896-497771,Light,Breezy,15
BA9113-830078,Dry,Windy,1
BA1655-854428,Light,Calm,0
EI6484-697488,Dry,Calm,4
FR6895-714011,Dry,Breezy,2
EI7760-436423,Moderate,Breezy,5
FR6869-291150,Dry,Breezy,0
EI303-109551,Light,Breezy,3
EI6415-094621,Light,Windy,3
BA1683-986679,Dry,Breezy,10
BA7336-553776,Dry,Breezy,7
U24898-274655,Dry,Calm,27
U24805-838741,Light,Windy,29
EI0153-992646,Light,Breezy,4
BA1720-264181,Light,Calm,4
FR2447-540122,Dry,Breezy,1
BA9726-028667,Light,Windy,4
BA0701-727161,Heavy,Calm,2
U22077-450839,Light,Breezy,2
EI0686-204071,Light,Breezy,0
U21652-837456,Light,Breezy,3
EI8036-949269,Moderate,Breezy,2
BA1082-163759,Dry,Breezy,0
BA4263-917254,Moderate,Breezy,36
BA5841-280338,Moderate,Breezy,4
BA7405-372553,Dry,Breezy,1
BA2853-112893,Dry,VeryWindy,10
FR917-807326,Moderate,Breezy,39
EI4283-765225,Moderate,Calm,3
FR9630-865712,Light,Calm,0
FR2796-304416,Dry,Calm,8
U20847-511018,Light,VeryWindy,25
U21001-698726,Dry,Calm,0
U25622-034051,Light,Breezy,17
EI7664-506062,Dry,Breezy,31
U20016-088647,Dry,Breezy,0
FR8859-270813,Light,Calm,0
EI892-646639,Light,Breezy,10
EI8287-494912,Light,Calm,3
BA3879-475535,Moderate,Calm,24
U28508-991150,Dry,VeryWindy,6
FR5638-035313,Light,Calm,2
FR9741-876698,Dry,Calm,3
U22718-021916,Light,Calm,6
BA5943-117126,Dry,Breezy,0
FR7027-476098,Dry,Calm,6
FR2369-738683,Dry,Breezy,6
U26885-812889,Dry,Calm,1
U24295-817990,Heavy,Calm,15
EI4235-845494,Dry,Windy,3
EI0719-246230,Dry,Calm,1
FR1047-731641,Dry,Calm,3
BA4485-688652,Dry,Windy,4
BA7077-362292,Dry,Calm,0
EI8268-949453,Dry,Breezy,8
EI6749-728340,Dry,Breezy,4
EI4023-486338,Dry,Calm,3
FR6407-361285,Dry,Windy,4
FR8713-513540,Dry,Breezy,0
U22881-988676,Moderate,Calm,0
BA9916-603909,Dry,Breezy,5
BA5116-438508,Light,Calm,4
BA596-524826,Dry,Windy,7
BA2081-987687,Light,Breezy,2
FR2449-831527,Dry,Breezy,5
FR0891-088814,Light,Windy,3
BA8068-866074,Dry,Calm,6
U24972-183490,Dry,Breezy,0
FR8917-739736,Dry,Calm,7
EI9453-605144,Dry,Breezy,4
BA4347-571745,Dry,Calm,0
FR3854-280952,Light,Calm,7
BA9240-993207,Moderate,VeryWindy,6
BA667-121093,Dry,Breezy,3
FR844-579131,Dry,Breezy,0
U27398-464713,Dry,Breezy,3
U22216-622698,Dry,Breezy,40
FR5288-141371,Moderate,Windy,19
U23783-545451,Dry,VeryWindy,0
U23241-078968,Dry,Breezy,0
FR3809-066619,Light,Calm,5
EI0567-231950,Dry,Breezy,44
BA4451-803353,Dry,Windy,0
U26917-515734,Dry,Windy,3
BA8067-224248,Dry,Calm,1
U27820-428200,Moderate,Calm,5
EI5846-163143,Light,Windy,0
FR8585-243560,Moderate,Breezy,37
FR8713-107959,Dry,Calm,3
U27983-584054,Dry,Breezy,3
EI2442-123045,Dry,Breezy,4
FR495-506556,Dry,Breezy,6
EI6723-018914,Dry,Windy,0
EI8908-516844,Dry,Breezy,0
BA4137-883683,Dry,Windy,0
EI8775-539687,Dry,Calm,10
BA8323-268237,Dry,Breezy,3
U21230-476661,Dry,Windy,7
U24790-306387,Dry,VeryWindy,1
FR4501-474767,Moderate,Breezy,4
BA5279-337780,Moderate,Calm,9
U28212-380251,Dry,Windy,2
BA3952-329733,Dry,Calm,6
FR9148-854846,Dry,Calm,2
U21926-582184,Light,Breezy,35
BA8774-382411,Dry,VeryWindy,12
FR6728-174083,Light,Calm,5
U2816-485233,Dry,Windy,1
BA9177-298487,Dry,Breezy,1
FR7949-075208,Moderate,Breezy,2
FR4627-603188,Light,Breezy,29
EI4039-348593,Moderate,Windy,0
FR5644-842916,Dry,Breezy,7
FR0073-184556,Dry,Windy,39
FR9713-988757,Dry,VeryWindy,31
FR1317-082730,Light,Breezy,30
FR8839-839542,Dry,Calm,5
BA7573-565755,Dry,Breezy,7
EI7774-653684,Dry,Windy,7
FR6399-790007,Moderate,VeryWindy,21
BA7628-282289,Light,Breezy,0
EI7942-032111,Light,Breezy,30
BA3754-080361,Dry,Breezy,1
BA6296-260608,Moderate,Breezy,7
FR2446-189168,Dry,Calm,3
BA9543-815536,Dry,Breezy,2
U2683-314060,Dry,Calm,6
FR7598-638036,Dry,Windy,15
U23537-625069,Light,Calm,0
BA8142-444516,Dry,Calm,4
EI6023-877280,Dry,Calm,5
U26466-327530,Dry,Breezy,4
FR7991-213773,Dry,Windy,3
EI3025-352283,Dry,VeryWindy,2
FR400-416952,Dry,Calm,0
BA5952-877811,Light,Breezy,7
BA3389-768314,Dry,Breezy,1
BA5465-703003,Light,Breezy,2
BA3363-423152,Dry,Windy,6
BA5006-977207,Light,VeryWindy,4
BA7701-457364,Moderate,Windy,28
FR7225-843607,Moderate,Breezy,34
BA8482-809695,Dry,Breezy,9
BA6139-847389,Dry,Windy,6
EI7376-557255,Dry,Windy,0
EI7984-041829,Dry,Breezy,2
BA8680-158380,Dry,Breezy,1
EI853-372729,Moderate,Calm,2
EI408-940274,Light,Breezy,14
BA9607-772143,Dry,Windy,10
BA6823-689352,Dry,Calm,1
FR1784-115663,Dry,Breezy,35
U28094-684125,Heavy,Calm,26
FR8971-650888,Light,Windy,2
BA7090-404240,Moderate,Breezy,30
EI3997-591961,Dry,Breezy,2
FR5362-844596,Dry,Breezy,0
U26170-248582,Dry,Breezy,0
FR7501-560305,Moderate,Calm,8
BA7131-399196,Light,Calm,2
U2193-019845,Light,Breezy,7
U2086-456825,Dry,Breezy,4
BA0588-613801,Light,Calm,1
FR210-326633,Light,Windy,0
BA3394-959253,Dry,Calm,5
U20498-725008,Light,Calm,1
EI2047-055188,Dry,Breezy,6
U29129-231917,Light,Windy,5
EI7199-870547,Light,Breezy,2
U28574-139815,Dry,Calm,0
EI0938-061215,Dry,Breezy,0
EI6896-121719,Dry,Calm,0
EI8156-290348,Light,Breezy,0
U29334-465087,Light,Windy,6
FR6943-589993,Moderate,Windy,36
FR7568-971098,Dry,Calm,1
FR1750-297138,Dry,Breezy,1
FR9508-299513,Moderate,Calm,3
EI9206-462777,Dry,Breezy,11
U29989-262285,Dry,Calm,5
U23881-703584,Dry,Windy,2
BA9773-426608,Dry,Calm,4
BA2595-323821,Dry,Breezy,0
U21677-419041,Dry,Calm,0
FR8426-433148,Light,Calm,12
U2292-243094,Dry,Breezy,0
EI1778-783338,Moderate,Breezy,7
BA2357-531434,Dry,Breezy,1
FR9722-608409,Dry,VeryWindy,15
BA6211-727714,Light,Breezy,15
FR1611-731274,Light,Calm,1
U27244-979040,Dry,Calm,2
U24421-328150,Moderate,VeryWindy,0
EI9454-723249,Moderate,Calm,3
U29360-448286,Light,Calm,9
U29899-661571,Dry,Windy,0
BA0010-871064,Dry,Breezy,2
EI0378-855666,Light,Windy,2
EI5246-335161,Dry,Breezy,4
U25375-059045,Dry,Calm,1
BA2288-820557,Moderate,Calm,20
FR5386-639773,Moderate,Windy,19
U23218-087857,Light,Windy,16
EI7009-497428,Light,Calm,4
EI4478-278864,Light,Breezy,0
BA2783-656015,Heavy,VeryWindy,19
FR8706-041650,Dry,Windy,0
EI4663-318515,Light,VeryWindy,25
FR0559-471804,Light,Breezy,3
BA3968-333668,Light,Windy,0
FR3676-553692,Dry,Breezy,39
BA7063-193599,Dry,Windy,4
U24342-389274,Dry,Windy,23
FR3906-777799,Moderate,Breezy,7
U24242-119486,Moderate,Breezy,10
U24508-170287,Moderate,Calm,0
EI5731-623317,Dry,Windy,8
FR6933-717938,Heavy,Calm,22
FR3472-686631,Dry,Breezy,0
EI4595-351224,Dry,Windy,21
U25827-853671,Dry,Breezy,12
EI3329-272936,Dry,Windy,3
EI4737-244076,Dry,Breezy,2
BA744-936353,Light,Windy,0
U23542-889030,Dry,Calm,1
EI5526-362183,Moderate,Windy,0
EI4140-553788,Dry,Calm,0
FR3396-422989,Dry,Breezy,4
FR7937-091600,Moderate,Breezy,0
U28869-769036,Moderate,Calm,33
BA6652-585939,Dry,Calm,2
BA4456-865920,Moderate,Calm,0
EI3823-996863,Moderate,Breezy,3
BA3366-807487,Light,Breezy,2
FR2773-279186,Dry,Breezy,0
FR5985-198961,Light,Windy,2
BA3166-906204,Light,Breezy,8
EI4395-547615,Dry,Calm,15
U24049-660308,Dry,Breezy,38
BA5204-809634,Heavy,Breezy,13
U28480-007642,Moderate,Breezy,4
BA3963-764881,Dry,Calm,2
U29520-865939,Light,Breezy,0
U2423-789138,Dry,Windy,1
EI3395-997110,Moderate,Breezy,10
FR4216-981651,Light,Breezy,3
BA4566-815005,Dry,Breezy,0
BA7027-402938,Light,Breezy,4
EI7686-511400,Dry,Breezy,2
U22798-059239,Moderate,Calm,1
EI3783-626227,Dry,VeryWindy,7
U27780-559793,Dry,Windy,15
FR3716-308028,Light,Windy,5
FR7599-010325,Light,Breezy,21
BA5008-433441,Dry,Breezy,7
FR9482-909266,Light,Breezy,6
FR8089-639382,Light,Calm,8
FR209-313937,Dry,Calm,11
BA3461-855527,Dry,Breezy,0
BA4550-327611,Moderate,Calm,0
U29043-086488,Dry,Breezy,17
EI5001-766063,Light,Windy,25
U23248-934502,Moderate,Breezy,2
BA7284-392636,Dry,Calm,1
U29653-534204,Dry,Windy,0
U28351-204609,Light,Calm,0
BA564-374457,Dry,Calm,8
FR1097-843146,Moderate,Calm,15
FR8785-710575,Dry,Windy,2
FR1274-721981,Dry,Breezy,12
BA5015-223542,Light,Breezy,7
EI2991-072353,Dry,Windy,7
BA5097-568936,Light,Breezy,18
BA8902-200225,Dry,Calm,0
FR0016-002753,Light,Windy,3
EI6504-353875,Moderate,Windy,9
BA1949-308117,Dry,Calm,0
BA4481-881604,Dry,Breezy,1
BA6354-483375,Dry,VeryWindy,0
EI7172-149071,Dry,Calm,3
EI9078-339164,Moderate,Calm,5
BA6858-072804,Light,Breezy,6
BA2470-413415,Light,Windy,3
EI3073-635771,Dry,Breezy,1
BA5050-024363,Light,Breezy,23
BA8258-324528,Light,Breezy,9
FR7347-101791,Dry,Breezy,29
U25727-586016,Dry,Breezy,5
EI2832-002339,Dry,Breezy,30
BA5077-351632,Dry,Calm,33
FR0348-085926,Dry,Breezy,24
BA8206-289257,Moderate,Windy,8
EI3714-685151,Light,Windy,13
U2363-998320,Light,Calm,6
EI4240-581680,Light,Breezy,8
U20749-464530,Dry,Calm,0
BA4727-805630,Dry,Calm,1
BA1930-022208,Light,Breezy,0
BA2544-018771,Light,Breezy,0
FR7911-562132,Dry,Breezy,4
EI5107-175905,Dry,Breezy,0
FR4626-539479,Light,Windy,19
FR6464-511014,Dry,Breezy,2
BA528-950961,Dry,Calm,0
U25141-472441,Dry,Breezy,27
BA3863-617557,Dry,Windy,7
U29382-351735,Light,Calm,3
BA2744-860825,Dry,Calm,1
EI837-956748,Dry,Breezy,0
EI4437-138135,Light,VeryWindy,0
U20933-289273,Light,Calm,4
FR8549-875454,Light,Calm,4
BA8549-327407,Light,VeryWindy,24
BA4246-366005,Dry,Breezy,0
BA8399-159641,Light,Breezy,8
BA9098-060018,Dry,Breezy,4
U21315-729182,Dry,Breezy,9
EI425-936331,Light,Breezy,1
U23014-290977,Light,Breezy,6
FR605-467247,Moderate,Calm,0
FR1473-043948,Dry,Breezy,2
EI5466-361649,Dry,Calm,5
BA7225-645844,Moderate,Breezy,13
U25165-280560,Dry,VeryWindy,11
U25160-239491,Dry,Breezy,7
BA2089-326415,Dry,Breezy,4
EI6874-545385,Light,Calm,0
EI7318-791997,Light,Windy,3
U21583-114128,Dry,Calm,2
U21921-163295,Dry,Windy,6
U23019-197949,Dry,Calm,11
FR2058-347585,Light,Windy,9
BA9428-549664,Moderate,Calm,3
BA5025-009438,Moderate,Breezy,7
U24204-225760,Moderate,Breezy,6
U21999-456704,Moderate,Calm,2
FR9798-942358,Moderate,Breezy,5
U21073-444065,Moderate,Windy,37
FR2145-479248,Dry,Breezy,2
EI3201-694886,Dry,Breezy,0
U23729-067798,Heavy,Calm,6
BA7037-574508,Light,Breezy,1
U29084-056968,Dry,Calm,1
BA7329-980711,Dry,Breezy,1
FR6452-617201,Heavy,Breezy,28
U27880-221495,Dry,Windy,3
BA2462-565527,Heavy,Windy,43
EI6811-867962,Dry,Breezy,4
FR9080-564742,Light,Breezy,7
U23828-310278,Moderate,Calm,8
EI2929-750697,Dry,Calm,5
BA5170-627493,Dry,Windy,6
U29642-742651,Dry,Calm,26
BA4087-045940,Light,Breezy,19
U21290-866107,Light,Calm,0
U22000-282813,Light,Breezy,8
BA9179-992212,Dry,Breezy,2
EI4583-507930,Moderate,Calm,17
BA8792-437330,Dry,Windy,40
EI2945-398919,Dry,Windy,6
U29658-486820,Heavy,Windy,0
U22686-871968,Dry,Calm,32
EI0249-720583,Dry,VeryWindy,24
EI7382-792245,Moderate,Breezy,31
EI2606-635227,Heavy,Windy,15
FR359-744604,Dry,Calm,0
U22222-393499,Dry,Calm,10
BA4690-375195,Dry,Windy,2
BA4297-410281,Dry,Calm,4
BA389-649945,Light,Breezy,0
BA5462-900248,Dry,Breezy,8
BA9642-324922,Dry,Calm,5
U26765-847052,Dry,Breezy,3
U29158-381492,Light,Breezy,1
U23308-926113,Light,Breezy,2
FR3586-925378,Dry,Breezy,3
EI5953-811714,Moderate,Windy,32
EI8352-451420,Dry,Windy,10
U27692-281800,Light,Windy,0
EI6768-951656,Heavy,Calm,3
FR7234-123874,Light,Breezy,2
EI8690-804438,Light,Calm,0
U25419-574925,Moderate,Breezy,3
FR4825-966750,Dry,Windy,18
U27610-152432,Heavy,Calm,0
FR1885-754453,Moderate,Calm,0
BA465-724902,Light,Breezy,5
BA9403-169086,Light,VeryWindy,9
U27033-810885,Moderate,Breezy,0
BA3201-252187,Dry,Breezy,1
EI9631-792784,Dry,Calm,3
U20135-821991,Dry,Calm,0
FR8095-059882,Dry,Breezy,8
FR1295-124911,Dry,Calm,4
FR4231-724957,Moderate,VeryWindy,22
U26054-985606,Dry,Breezy,10
EI6029-165727,Dry,Windy,7
EI6835-154269,Dry,Breezy,6
BA7947-382874,Heavy,Breezy,0
FR9534-020076,Light,Windy,0
FR1258-775503,Moderate,Breezy,0
FR9021-388010,Dry,Breezy,6
BA3116-750658,Dry,Windy,15
BA6959-883635,Light,Breezy,6
U29027-548320,Moderate,Breezy,27
U24282-614705,Dry,Breezy,0
U22239-696030,Dry,Breezy,0
EI4311-234216,Light,Breezy,2
U29372-115164,Moderate,Breezy,3
BA8821-901999,Light,Windy,36
BA1356-785621,Heavy,Calm,5
BA5586-767743,Heavy,Breezy,2
BA0496-179124,Light,Breezy,4
U24781-176402,Dry,Calm,2
U28954-253029,Light,Breezy,0
EI6692-821428,Dry,Breezy,25
FR8409-499189,Light,Windy,2
EI512-348739,Dry,Breezy,0
FR8438-397257,Light,Breezy,1
EI4779-524693,Dry,Windy,1
BA1745-256129,Dry,Windy,7
BA8586-862345,Light,Calm,0
FR1742-170028,Dry,Breezy,4
BA3445-508119,Dry,Breezy,5
U22683-409036,Heavy,Windy,9
FR7876-379409,Dry,Calm,17
FR5454-286651,Light,Calm,1
U27164-715423,Light,Breezy,7
EI7211-669565,Light,Windy,0
BA8936-945177,Light,Breezy,8
EI2826-221247,Heavy,Calm,32
FR816-123823,Dry,Calm,4
U26965-007860,Dry,Calm,3
BA6447-317574,Dry,Windy,0
U22023-311573,Dry,Calm,6
U20787-636590,Dry,Windy,4
FR3704-825722,Dry,Breezy,0
BA0504-479459,Moderate,Calm,10
FR3309-412428,Light,Calm,0
FR8762-802061,Light,Calm,7
U27416-324502,Dry,Windy,0
U28148-284970,Dry,Calm,4
EI5836-756982,Light,Windy,9
FR5333-812562,Moderate,Windy,15
U23407-073199,Dry,Calm,7
U27369-457491,Dry,Calm,5
BA3212-983771,Dry,Calm,0
EI0799-574071,Dry,Calm,32
EI1512-953303,Dry,Calm,4
BA7829-502650,Dry,VeryWindy,2
EI3947-568883,Moderate,Calm,3
BA6684-725338,Moderate,Breezy,7
U26189-317102,Dry,Calm,0
U29986-076902,Light,Breezy,0
FR2022-649789,Dry,Calm,8
EI4705-750166,Dry,Windy,4
U29411-189034,Dry,VeryWindy,34
BA3129-108119,Dry,Windy,54
FR6626-392165,Light,Breezy,41
U20456-032230,Dry,Breezy,6
FR1020-225431,Dry,Breezy,33
FR1652-402684,Heavy,Breezy,0
BA3034-984236,Heavy,VeryWindy,5
EI8341-102234,Light,Breezy,5
U25021-169583,Dry,Breezy,1
U26356-043769,Dry,Windy,9
FR9995-565463,Heavy,Breezy,48
BA1233-692684,Dry,VeryWindy,4
EI2778-662218,Dry,Breezy,5
BA9513-734734,Dry,Breezy,8
BA4916-261667,Dry,Breezy,7
EI5257-797885,Dry,Breezy,2
U28817-173286,Dry,Calm,7
FR3719-354116,Dry,Calm,37
EI5443-112882,Moderate,Calm,3
EI3453-425619,Dry,Breezy,0
FR2713-150689,Dry,Windy,0
U21937-149413,Heavy,Breezy,0
BA461-628299,Dry,Windy,3
U21290-829177,Light,Calm,0
BA4917-774359,Light,Calm,18
BA2253-770970,Light,Calm,1
EI2139-831858,Light,Windy,8
FR7234-360687,Moderate,Windy,43
FR4981-016092,Dry,Breezy,6
U22327-536134,Dry,Breezy,18
FR7255-917022,Light,Windy,26
U22463-883761,Dry,Breezy,31
EI4031-506778,Moderate,VeryWindy,19
FR6075-049538,Dry,Windy,0
BA8072-835915,Moderate,Calm,8
EI1529-617202,Dry,VeryWindy,7
U21633-494542,Light,Windy,31
BA5752-125834,Heavy,Breezy,4
EI9949-736636,Dry,Windy,1
FR2387-521524,Dry,Calm,1
U25391-549090,Light,Breezy,5
FR3459-970649,Light,Calm,48
EI3314-858617,Dry,Breezy,8
BA7971-642120,Dry,Breezy,2
FR8363-457831,Moderate,Calm,9
BA1061-380207,Dry,Calm,0
EI9736-868641,Light,Breezy,8
FR8946-786911,Light,VeryWindy,9
U26639-525882,Dry,Breezy,7
BA4613-031980,Dry,Calm,5
EI3121-934537,Light,Breezy,4
BA9122-814526,Dry,Breezy,0
BA0710-159224,Dry,Windy,6
U29801-213062,Dry,Windy,36
BA6000-734131,Dry,Windy,0
BA7286-020295,Light,Breezy,37
FR3853-810815,Dry,Windy,15
EI1495-204445,Light,Breezy,8
EI6664-984968,Dry,Calm,0
EI7124-808402,Moderate,Breezy,1
U29014-223475,Light,Calm,4
FR1707-969651,Moderate,Windy,25
BA6000-080809,Dry,Calm,0
U26129-012320,Light,Breezy,37
FR5464-554088,Dry,Calm,1
FR0488-044865,Light,Windy,4
U26674-973166,Light,Breezy,4
BA7706-484589,Dry,Calm,0
BA2319-646158,Light,Breezy,23
U24065-111900,Dry,Breezy,2
FR6988-703777,Light,Calm,0
U24032-138017,Dry,Breezy,1
BA4512-266937,Light,Windy,4
BA5204-342485,Moderate,VeryWindy,6
U26248-998788,Dry,Breezy,28
U26333-737302,Dry,Calm,3
BA3604-671746,Dry,Breezy,23
EI3978-559652,Dry,Breezy,0
BA433-610990,Dry,Breezy,13
U28300-353036,Dry,Windy,5
BA6120-592739,Dry,Calm,12
U23927-112645,Light,Breezy,9
FR6680-666281,Dry,Breezy,6
U21202-059008,Dry,Calm,0
U24100-007532,Light,Windy,7
FR2678-962495,Dry,Calm,27
EI0615-020413,Dry,Calm,0
BA2878-750618,Heavy,Calm,3
EI6578-904724,Dry,Calm,0
EI5200-821461,Dry,VeryWindy,5
BA6276-663348,Light,Calm,2
FR5595-894675,Moderate,Calm,0
FR1832-424993,Dry,Calm,35
FR9708-251580,Light,Calm,3
FR5297-856350,Light,Calm,0
EI5012-420363,Moderate,Breezy,11
U20037-768487,Dry,Calm,20
U27792-689936,Moderate,Windy,2
U21466-929935,Dry,Calm,4
BA2407-697384,Dry,Breezy,6
U23559-630035,Dry,Windy,2
BA9234-553058,Dry,Breezy,0
U26891-412765,Light,Calm,31
FR1444-755334,Dry,Windy,0
BA5974-703530,Light,Breezy,7
FR4659-875677,Dry,Breezy,3
U25904-426962,Dry,Breezy,24
EI3568-885107,Dry,Breezy,0
U22907-965171,Dry,Calm,0
FR7501-525647,Light,Breezy,0
U24932-002281,Moderate,Windy,0
EI4075-664301,Dry,Calm,0
U28009-748770,Dry,VeryWindy,2
BA8771-624299,Heavy,Windy,19
BA7082-452778,Light,Breezy,26
BA4350-045286,Light,VeryWindy,7
U28537-207709,Dry,Calm,25
U27712-601445,Light,Windy,35
BA418-577965,Light,Calm,4
EI9129-580582,Dry,Calm,5
EI9606-944691,Light,Breezy,6
EI2927-284186,Light,Calm,9
EI066-787723,Moderate,Windy,11
BA4206-862505,Dry,Calm,0
EI507-757449,Dry,Calm,37
FR3688-917372,Light,Windy,0
EI5797-971618,Dry,Calm,2
FR7237-560512,Dry,Windy,4
EI7292-367233,Light,Windy,2
FR9040-136113,Light,Breezy,5
EI2766-153001,Moderate,Breezy,5
BA9200-094571,Dry,Windy,0
BA2324-875514,Heavy,Breezy,28
EI2025-716663,Light,Windy,1
BA1977-010775,Dry,Breezy,5
EI4308-290838,Light,Breezy,4
FR8801-830442,Dry,Breezy,4
EI7693-063382,Heavy,Windy,4
BA4639-949931,Moderate,Windy,21
U27857-588789,Dry,Windy,2
EI0803-150733,Moderate,Breezy,2
U24380-133561,Dry,Calm,6
FR0784-241724,Dry,Calm,1
BA6163-612941,Dry,Calm,1
U27256-684116,Dry,Windy,9
U28474-866694,Light,Windy,29
BA2883-971503,Dry,Calm,10
FR6585-626486,Dry,Breezy,4
FR4825-631631,Dry,Windy,15
U29132-759813,Light,Breezy,0
EI7780-344516,Moderate,Breezy,1
EI3131-124988,Moderate,Breezy,3
U22513-563307,Dry,Calm,7
U28550-012751,Light,Calm,5
FR9503-255404,Dry,Breezy,1
EI9350-165087,Moderate,Windy,0
FR9020-285742,Dry,Calm,1
BA2693-633290,Heavy,Calm,6
EI6382-013408,Dry,Breezy,9
BA5966-575772,Heavy,Windy,0
BA0121-128775,Light,Breezy,7
EI4232-551136,Moderate,Windy,27
BA8811-842236,Dry,Breezy,26
FR1164-199258,Light,Windy,21
BA3188-430901,Dry,Calm,0
EI8809-171573,Moderate,Breezy,8
FR9323-094366,Dry,Breezy,15
U20918-906356,Dry,Calm,0
EI5938-689756,Dry,Windy,2
BA2208-688405,Dry,Windy,27
BA5517-777900,Dry,Breezy,0
BA6241-763738,Light,Breezy,0
FR4615-169174,Dry,Breezy,0
EI9929-099945,Light,VeryWindy,0
FR920-692305,Dry,Breezy,0
U26862-229839,Light,Windy,0
U29511-349320,Dry,Calm,0
EI3520-678170,Light,Breezy,27
BA4436-099072,Light,Calm,8
BA130-804684,Light,Calm,7
U2144-123028,Dry,Calm,4
U24716-609170,Dry,Windy,7
FR1133-952272,Dry,Breezy,37
FR3355-542053,Moderate,Calm,34
BA6844-280017,Dry,Calm,0
FR0616-774453,Dry,Breezy,10
FR8669-958804,Dry,Calm,2
FR9668-300961,Dry,Breezy,32
U22414-289570,Dry,Calm,21
FR2903-496908,Light,VeryWindy,1
BA5015-918923,Dry,Calm,19
BA4452-698854,Heavy,Calm,0
BA5921-548135,Dry,Breezy,5
U23395-183895,Dry,Breezy,7
BA7257-322383,Light,Calm,4
BA0366-035073,Dry,Breezy,2
BA1634-909646,Dry,Breezy,3
BA8797-638251,Dry,Breezy,2
FR2403-734540,Moderate,Calm,0
FR9826-200991,Dry,Windy,25
EI6160-229628,Light,Windy,8
FR2709-295774,Dry,VeryWindy,51
FR5838-527204,Light,VeryWindy,19
FR1825-464831,Dry,VeryWindy,25
U27079-326959,Moderate,Calm,26
U21419-504610,Moderate,Breezy,4
U26703-324177,Dry,VeryWindy,9
U29892-408047,Dry,Breezy,35
U22194-688495,Dry,Calm,10
FR4314-753865,Light,Calm,2
FR452-565138,Light,Breezy,36
FR1869-706603,Dry,Breezy,0
EI5824-680423,Dry,Breezy,6
BA8310-589429,Moderate,Breezy,1
BA6793-508608,Dry,Calm,2
EI9416-774655,Light,Windy,2
FR7489-054488,Dry,Breezy,7
FR2169-478006,Dry,Calm,2
FR1701-705025,Dry,Windy,0
BA0113-275260,Light,Calm,3
FR9549-653249,Dry,VeryWindy,16
EI7070-497411,Moderate,VeryWindy,7
U23596-595757,Light,Windy,16
U22455-098088,Moderate,Windy,17
U25069-693546,Moderate,Breezy,3
EI8766-873120,Light,Breezy,1
U27719-290448,Dry,Breezy,5
U24877-288679,Dry,Calm,0
BA9903-270305,Dry,Breezy,5
U26748-894051,Moderate,Breezy,5
BA6576-990111,Dry,Calm,4
FR9620-439524,Moderate,VeryWindy,41
U25450-820344,Light,Windy,25
BA9788-707452,Dry,Calm,10
