,flight_id,precipitation,wind,dep_delay,flight_date,sched_dep_time,sched_arr_time,carrier_code,carrier,flight_number,origin,origin_name,origin_city,origin_country,dest,dest_name,dest_city,dest_country,distance_km,aircraft_type
1435,BA2057-873934,Light,Breezy,2,2024-10-20,11:25,12:29,BA,British Airways,BA2057,LCY,London City Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,627,Regional
1436,EI3777-331185,Dry,Breezy,0,2024-04-18,15:25,16:05,EI,Aer Lingus,EI3777,SNN,Shannon Airport,Shannon,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,281,Regional
1437,BA5287-268895,Dry,Calm,1,2024-07-06,17:05,18:14,BA,British Airways,BA5287,LCY,London City Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,627,Widebody
1438,BA5435-574092,Dry,Breezy,3,2024-10-31,20:25,21:22,BA,British Airways,BA5435,LGW,London Gatwick Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,561,Narrowbody
1439,BA6323-221635,Dry,Calm,10,2024-06-17,10:45,11:42,BA,British Airways,BA6323,DUB,Dublin Airport,Dublin,Ireland,LCY,London City Airport,London,United Kingdom,478,Narrowbody
1440,BA7578-670592,Heavy,VeryWindy,1,2024-04-13,08:35,09:37,BA,British Airways,BA7578,DUB,Dublin Airport,Dublin,Ireland,LGW,London Gatwick Airport,London,United Kingdom,485,Widebody
1441,EI6547-492179,Dry,VeryWindy,3,2024-02-06,09:10,10:14,EI,Aer Lingus,EI6547,LGW,London Gatwick Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,623,Regional
1442,BA7382-522179,Heavy,Breezy,25,2024-02-15,21:20,22:16,BA,British Airways,BA7382,GLA,Glasgow Airport,Glasgow,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,457,Regional
1443,EI4233-602708,Moderate,Breezy,6,2024-10-13,11:55,13:06,EI,Aer Lingus,EI4233,GLA,Glasgow Airport,Glasgow,United Kingdom,LCY,London City Airport,London,United Kingdom,568,Narrowbody
1444,EI1684-747073,Light,Windy,36,2024-01-14,19:00,19:13,EI,Aer Lingus,EI1684,LGW,London Gatwick Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,40,Regional
1445,BA2779-494338,Dry,Breezy,7,2024-09-24,23:55,00:31,BA,British Airways,BA2779,BFS,Belfast International Airport,Belfast,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,138,Regional
1446,BA5248-694244,Dry,Windy,3,2024-03-19,08:30,09:23,BA,British Airways,BA5248,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Narrowbody
1447,EI8402-322953,Light,Calm,2,2024-01-18,14:25,15:28,EI,Aer Lingus,EI8402,GLA,Glasgow Airport,Glasgow,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,457,Widebody
1448,EI2336-916370,Moderate,Calm,3,2024-04-28,18:55,19:37,EI,Aer Lingus,EI2336,SNN,Shannon Airport,Shannon,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,281,Narrowbody
1449,U21360-290898,Dry,Calm,15,2024-11-09,00:20,00:40,U2,easyJet,U21360,LGW,London Gatwick Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,40,Regional
1450,U27286-669451,Dry,Windy,0,2024-01-22,12:20,13:18,U2,easyJet,U27286,LHR,London Heathrow Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,450,Regional
1451,EI5130-045442,Dry,Calm,7,2024-02-10,06:15,07:18,EI,Aer Lingus,EI5130,LGW,London Gatwick Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,595,Widebody
1452,FR3189-862544,Heavy,Windy,27,2024-05-02,01:20,02:26,FR,Ryanair,FR3189,LCY,London City Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,546,Widebody
1453,BA2563-694481,Dry,Breezy,24,2024-11-29,08:10,08:54,BA,British Airways,BA2563,GLA,Glasgow Airport,Glasgow,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,297,Regional
1454,EI1496-635756,Dry,Breezy,7,2024-05-23,07:05,07:29,EI,Aer Lingus,EI1496,LGW,London Gatwick Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,40,Widebody
1455,EI0949-969834,Light,Windy,7,2024-11-11,11:15,11:43,EI,Aer Lingus,EI0949,DUB,Dublin Airport,Dublin,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,138,Widebody
1456,FR0584-327773,Moderate,Calm,0,2024-11-03,06:00,07:06,FR,Ryanair,FR0584,LCY,London City Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,568,Narrowbody
1457,FR8437-268086,Heavy,Breezy,4,2024-12-01,10:15,10:45,FR,Ryanair,FR8437,DUB,Dublin Airport,Dublin,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,138,Narrowbody
1458,U25721-668833,Dry,Breezy,0,2024-06-21,04:30,05:09,U2,easyJet,U25721,GLA,Glasgow Airport,Glasgow,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,297,Widebody
1459,EI6514-018044,Heavy,Calm,4,2024-11-11,15:10,15:58,EI,Aer Lingus,EI6514,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Regional
1460,EI5145-297971,Dry,Calm,10,2024-01-18,02:50,03:50,EI,Aer Lingus,EI5145,SNN,Shannon Airport,Shannon,Ireland,LHR,London Heathrow Airport,London,United Kingdom,594,Regional
1461,FR5935-201943,Dry,VeryWindy,1,2024-09-12,12:30,12:49,FR,Ryanair,FR5935,LCY,London City Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,36,Regional
1462,FR6762-623589,Light,Calm,9,2024-07-10,09:45,10:47,FR,Ryanair,FR6762,BFS,Belfast International Airport,Belfast,United Kingdom,LCY,London City Airport,London,United Kingdom,546,Regional
1463,U29025-267657,Moderate,Calm,1,2024-10-27,02:50,03:03,U2,easyJet,U29025,LCY,London City Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,36,Regional
1464,FR9021-464621,Light,Breezy,2,2024-11-14,12:35,13:38,FR,Ryanair,FR9021,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Widebody
1465,FR9098-180508,Dry,Windy,36,2024-03-02,14:00,14:58,FR,Ryanair,FR9098,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Widebody
1466,U22134-103422,Light,Breezy,35,2024-03-15,17:25,18:27,U2,easyJet,U22134,BFS,Belfast International Airport,Belfast,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,561,Widebody
1467,FR2966-371801,Dry,Calm,39,2024-11-04,20:00,21:02,FR,Ryanair,FR2966,LCY,London City Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,478,Widebody
1468,EI5830-102421,Dry,Calm,0,2024-11-22,14:30,15:30,EI,Aer Lingus,EI5830,LGW,London Gatwick Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,561,Widebody
1469,FR582-271889,Dry,VeryWindy,15,2024-05-22,05:15,05:57,FR,Ryanair,FR582,GLA,Glasgow Airport,Glasgow,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,297,Regional
1470,EI7449-675282,Light,Breezy,7,2024-12-08,19:15,19:50,EI,Aer Lingus,EI7449,BFS,Belfast International Airport,Belfast,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,176,Regional
1471,BA4939-960389,Dry,Calm,0,2024-09-03,05:55,06:57,BA,British Airways,BA4939,LHR,London Heathrow Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,450,Regional
1472,EI4430-969357,Dry,Breezy,2,2024-04-28,06:20,07:23,EI,Aer Lingus,EI4430,GLA,Glasgow Airport,Glasgow,United Kingdom,LCY,London City Airport,London,United Kingdom,568,Narrowbody
1473,U22637-722594,Dry,Breezy,2,2024-08-10,13:30,14:26,U2,easyJet,U22637,LCY,London City Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,478,Narrowbody
1474,U22716-907607,Light,Windy,20,2024-06-21,11:00,11:23,U2,easyJet,U22716,LHR,London Heathrow Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,40,Regional
1475,FR3334-857928,Dry,Calm,9,2024-09-23,09:45,10:00,FR,Ryanair,FR3334,LHR,London Heathrow Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,36,Widebody
1476,BA5168-268989,Light,Windy,7,2024-07-25,14:05,15:13,BA,British Airways,BA5168,LHR,London Heathrow Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,594,Narrowbody
1477,BA2764-290349,Moderate,Calm,10,2024-08-14,21:45,23:00,BA,British Airways,BA2764,SNN,Shannon Airport,Shannon,Ireland,LGW,London Gatwick Airport,London,United Kingdom,623,Narrowbody
1478,U28646-465385,Dry,Breezy,1,2024-05-15,09:40,10:33,U2,easyJet,U28646,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Widebody
1479,BA0670-669581,Light,Calm,0,2024-06-15,07:00,07:58,BA,British Airways,BA0670,LCY,London City Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,546,Narrowbody
1480,EI2273-101695,Moderate,Breezy,0,2024-01-17,11:30,12:08,EI,Aer Lingus,EI2273,BFS,Belfast International Airport,Belfast,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,281,Widebody
1481,EI6722-653211,Dry,Breezy,3,2024-06-15,11:25,11:59,EI,Aer Lingus,EI6722,BFS,Belfast International Airport,Belfast,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,281,Widebody
1482,BA7657-662554,Light,Calm,2,2024-10-11,18:25,19:33,BA,British Airways,BA7657,GLA,Glasgow Airport,Glasgow,United Kingdom,LCY,London City Airport,London,United Kingdom,568,Narrowbody
1483,EI6227-224340,Heavy,Breezy,3,2024-01-22,08:10,09:07,EI,Aer Lingus,EI6227,BFS,Belfast International Airport,Belfast,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,561,Regional
1484,BA0527-199574,Dry,VeryWindy,0,2024-11-28,07:25,08:26,BA,British Airways,BA0527,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Widebody
1485,BA1594-194499,Light,Breezy,0,2024-10-07,10:55,11:57,BA,British Airways,BA1594,LHR,London Heathrow Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,450,Narrowbody
1486,U21901-548340,Light,Calm,36,2024-08-27,06:55,08:06,U2,easyJet,U21901,LCY,London City Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,568,Widebody
1487,EI6978-425791,Dry,Breezy,6,2024-03-10,05:10,05:27,EI,Aer Lingus,EI6978,LHR,London Heathrow Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,40,Narrowbody
1488,FR4158-370121,Heavy,Breezy,29,2024-05-10,21:35,22:33,FR,Ryanair,FR4158,LHR,London Heathrow Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,450,Regional
1489,EI3101-880052,Light,VeryWindy,30,2024-07-19,19:40,20:48,EI,Aer Lingus,EI3101,LHR,London Heathrow Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,555,Regional
1490,EI6054-114227,Dry,Calm,10,2024-07-26,11:25,12:35,EI,Aer Lingus,EI6054,LCY,London City Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,546,Widebody
1491,BA2240-977136,Light,Calm,0,2024-08-01,19:20,20:20,BA,British Airways,BA2240,LCY,London City Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,478,Regional
1492,U27859-536011,Moderate,Windy,6,2024-04-30,22:10,23:13,U2,easyJet,U27859,LCY,London City Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,568,Widebody
1493,FR6567-966600,Light,VeryWindy,3,2024-07-19,14:55,15:14,FR,Ryanair,FR6567,LGW,London Gatwick Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,40,Widebody
1494,EI9276-878390,Light,Calm,2,2024-10-31,16:15,17:18,EI,Aer Lingus,EI9276,LHR,London Heathrow Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,523,Narrowbody
1495,BA6883-173790,Light,Calm,6,2024-03-29,08:00,08:44,BA,British Airways,BA6883,BFS,Belfast International Airport,Belfast,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,281,Narrowbody
1496,U28112-118888,Light,Breezy,11,2024-02-20,11:50,12:53,U2,easyJet,U28112,GLA,Glasgow Airport,Glasgow,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,457,Widebody
1497,U27305-726547,Dry,Breezy,8,2024-11-21,02:15,03:18,U2,easyJet,U27305,SNN,Shannon Airport,Shannon,Ireland,LGW,London Gatwick Airport,London,United Kingdom,623,Narrowbody
1498,U28819-560565,Dry,Calm,0,2024-03-11,14:30,15:40,U2,easyJet,U28819,BFS,Belfast International Airport,Belfast,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,561,Widebody
1499,BA6077-369096,Light,VeryWindy,1,2024-05-22,06:30,06:50,BA,British Airways,BA6077,LCY,London City Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,36,Widebody
1500,U20554-293643,Light,Breezy,8,2024-08-12,16:15,17:16,U2,easyJet,U20554,LGW,London Gatwick Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,485,Widebody
1501,BA6512-247398,Light,Calm,6,2024-02-26,04:45,05:18,BA,British Airways,BA6512,DUB,Dublin Airport,Dublin,Ireland,SNN,Shannon Airport,Shannon,Ireland,195,Narrowbody
1502,EI7083-146422,Light,Calm,39,2024-09-29,19:10,20:08,EI,Aer Lingus,EI7083,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Regional
1503,BA4225-131626,Dry,Calm,5,2024-10-27,20:10,20:27,BA,British Airways,BA4225,LGW,London Gatwick Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,40,Widebody
1504,EI7877-110071,Light,Calm,7,2024-03-26,11:45,12:55,EI,Aer Lingus,EI7877,SNN,Shannon Airport,Shannon,Ireland,LHR,London Heathrow Airport,London,United Kingdom,594,Narrowbody
1505,U28672-915700,Dry,Breezy,5,2024-08-17,14:10,14:59,U2,easyJet,U28672,GLA,Glasgow Airport,Glasgow,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,457,Widebody
1506,EI1285-336827,Dry,Breezy,6,2024-08-14,12:45,13:19,EI,Aer Lingus,EI1285,DUB,Dublin Airport,Dublin,Ireland,SNN,Shannon Airport,Shannon,Ireland,195,Regional
1507,EI8184-597125,Moderate,Breezy,10,2024-06-05,15:20,15:42,EI,Aer Lingus,EI8184,DUB,Dublin Airport,Dublin,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,138,Narrowbody
1508,U24011-636554,Dry,Breezy,3,2024-02-05,04:40,05:43,U2,easyJet,U24011,LHR,London Heathrow Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,523,Narrowbody
1509,U28645-596595,Dry,Calm,3,2024-08-21,18:40,19:40,U2,easyJet,U28645,GLA,Glasgow Airport,Glasgow,United Kingdom,LCY,London City Airport,London,United Kingdom,568,Widebody
1510,BA8731-441324,Dry,Breezy,9,2024-06-05,15:10,15:32,BA,British Airways,BA8731,BFS,Belfast International Airport,Belfast,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,138,Widebody
1511,BA1626-054837,Light,Breezy,5,2024-09-12,07:10,07:40,BA,British Airways,BA1626,DUB,Dublin Airport,Dublin,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,138,Widebody
1512,EI1854-959603,Dry,Calm,5,2024-05-30,18:15,19:32,EI,Aer Lingus,EI1854,SNN,Shannon Airport,Shannon,Ireland,LGW,London Gatwick Airport,London,United Kingdom,623,Regional
1513,BA2746-700354,Dry,Breezy,4,2024-04-25,14:15,15:25,BA,British Airways,BA2746,SNN,Shannon Airport,Shannon,Ireland,LHR,London Heathrow Airport,London,United Kingdom,594,Widebody
1514,FR6880-621315,Dry,VeryWindy,34,2024-02-27,05:30,06:00,FR,Ryanair,FR6880,DUB,Dublin Airport,Dublin,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,138,Narrowbody
1515,U20376-912561,Moderate,Windy,5,2024-03-24,18:35,19:22,U2,easyJet,U20376,GLA,Glasgow Airport,Glasgow,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,297,Regional
1516,U28737-826651,Dry,Breezy,34,2024-10-22,11:25,12:15,U2,easyJet,U28737,LHR,London Heathrow Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,450,Widebody
1517,FR9509-941472,Dry,Breezy,0,2024-12-16,08:20,09:24,FR,Ryanair,FR9509,LCY,London City Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,546,Widebody
1518,FR2557-575666,Dry,Breezy,7,2024-10-06,08:45,09:55,FR,Ryanair,FR2557,BFS,Belfast International Airport,Belfast,United Kingdom,LCY,London City Airport,London,United Kingdom,546,Widebody
1519,U28853-767280,Dry,Windy,6,2024-09-08,11:45,12:42,U2,easyJet,U28853,BFS,Belfast International Airport,Belfast,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,561,Narrowbody
1520,EI9830-873260,Dry,VeryWindy,7,2024-06-14,21:50,22:59,EI,Aer Lingus,EI9830,LHR,London Heathrow Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,555,Widebody
1521,U28456-625176,Dry,Windy,1,2024-12-20,17:30,18:38,U2,easyJet,U28456,LHR,London Heathrow Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,594,Regional
1522,U25269-315931,Light,Breezy,16,2024-10-05,11:30,12:33,U2,easyJet,U25269,LGW,London Gatwick Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,485,Regional
1523,FR6305-915388,Moderate,Windy,0,2024-09-03,06:00,06:30,FR,Ryanair,FR6305,DUB,Dublin Airport,Dublin,Ireland,SNN,Shannon Airport,Shannon,Ireland,195,Widebody
1524,BA6258-356344,Moderate,Calm,28,2024-05-31,01:50,02:40,BA,British Airways,BA6258,DUB,Dublin Airport,Dublin,Ireland,LHR,London Heathrow Airport,London,United Kingdom,450,Regional
1525,FR6959-089099,Dry,Breezy,6,2024-11-11,17:50,19:00,FR,Ryanair,FR6959,LHR,London Heathrow Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,555,Widebody
1526,EI2664-384417,Dry,VeryWindy,4,2024-08-02,09:25,10:15,EI,Aer Lingus,EI2664,LHR,London Heathrow Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,450,Narrowbody
1527,BA3600-771585,Moderate,Windy,30,2024-08-11,22:25,23:37,BA,British Airways,BA3600,LCY,London City Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,627,Regional
1528,BA9451-555481,Light,Calm,4,2024-12-23,11:30,12:32,BA,British Airways,BA9451,LGW,London Gatwick Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,561,Narrowbody
1529,FR7277-085255,Dry,Breezy,1,2024-11-08,12:15,12:41,FR,Ryanair,FR7277,BFS,Belfast International Airport,Belfast,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,138,Regional
1530,U24375-547570,Light,Breezy,2,2024-10-31,19:40,19:59,U2,easyJet,U24375,LHR,London Heathrow Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,40,Narrowbody
1531,EI7542-952269,Light,Breezy,5,2024-03-05,21:50,22:17,EI,Aer Lingus,EI7542,GLA,Glasgow Airport,Glasgow,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,176,Narrowbody
1532,EI7563-764387,Light,Calm,2,2024-01-09,18:00,19:12,EI,Aer Lingus,EI7563,LGW,London Gatwick Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,561,Widebody
1533,BA4773-144177,Dry,Calm,0,2024-07-05,09:40,10:51,BA,British Airways,BA4773,BFS,Belfast International Airport,Belfast,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,561,Narrowbody
1534,U2528-394178,Dry,Windy,35,2024-12-23,14:05,14:29,U2,easyJet,U2528,LHR,London Heathrow Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,36,Regional
1535,FR4626-747166,Moderate,Windy,34,2024-03-02,14:35,15:09,FR,Ryanair,FR4626,SNN,Shannon Airport,Shannon,Ireland,DUB,Dublin Airport,Dublin,Ireland,195,Widebody
1536,FR9679-114745,Light,Calm,0,2024-06-25,19:20,20:32,FR,Ryanair,FR9679,SNN,Shannon Airport,Shannon,Ireland,LGW,London Gatwick Airport,London,United Kingdom,623,Narrowbody
1537,U28156-713703,Light,Breezy,12,2024-06-18,13:25,13:41,U2,easyJet,U28156,LGW,London Gatwick Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,40,Narrowbody
1538,U29439-270718,Heavy,Breezy,20,2024-01-10,21:00,22:14,U2,easyJet,U29439,SNN,Shannon Airport,Shannon,Ireland,LCY,London City Airport,London,United Kingdom,627,Widebody
1539,FR0708-818596,Light,Calm,3,2024-08-14,15:45,16:13,FR,Ryanair,FR0708,LCY,London City Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,42,Widebody
1540,EI5840-846274,Dry,Calm,0,2024-03-26,08:45,09:55,EI,Aer Lingus,EI5840,LGW,London Gatwick Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,623,Narrowbody
1541,BA6265-600249,Dry,Calm,0,2024-09-16,01:15,01:45,BA,British Airways,BA6265,DUB,Dublin Airport,Dublin,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,138,Regional
1542,FR5335-912683,Dry,Breezy,0,2024-01-25,11:55,12:54,FR,Ryanair,FR5335,BFS,Belfast International Airport,Belfast,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,561,Widebody
1543,EI6122-094150,Dry,Calm,6,2024-12-05,06:35,07:47,EI,Aer Lingus,EI6122,SNN,Shannon Airport,Shannon,Ireland,LCY,London City Airport,London,United Kingdom,627,Regional
1544,FR4797-279595,Dry,Breezy,6,2024-05-10,10:00,10:59,FR,Ryanair,FR4797,LHR,London Heathrow Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,523,Narrowbody
1545,FR7323-305838,Dry,Breezy,3,2024-07-09,22:50,23:53,FR,Ryanair,FR7323,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Regional
1546,U24079-630823,Light,Windy,2,2024-01-30,06:35,07:23,U2,easyJet,U24079,LHR,London Heathrow Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,450,Regional
1547,FR0170-494835,Dry,Calm,0,2024-12-30,20:00,21:11,FR,Ryanair,FR0170,LGW,London Gatwick Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,595,Widebody
1548,FR9591-266882,Dry,Windy,20,2024-09-05,20:50,21:25,FR,Ryanair,FR9591,BFS,Belfast International Airport,Belfast,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,176,Regional
1549,FR8342-433361,Dry,Calm,2,2024-10-13,06:15,07:28,FR,Ryanair,FR8342,LGW,London Gatwick Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,623,Narrowbody
1550,U25245-981520,Dry,Breezy,7,2024-07-01,17:45,18:58,U2,easyJet,U25245,LCY,London City Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,627,Narrowbody
1551,U25760-957295,Dry,Windy,0,2024-08-09,14:05,14:54,U2,easyJet,U25760,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Narrowbody
1552,BA1930-082650,Moderate,Calm,0,2024-07-19,11:55,12:27,BA,British Airways,BA1930,GLA,Glasgow Airport,Glasgow,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,176,Widebody
1553,U28866-389591,Light,Calm,3,2024-05-13,20:25,21:25,U2,easyJet,U28866,DUB,Dublin Airport,Dublin,Ireland,LGW,London Gatwick Airport,London,United Kingdom,485,Widebody
1554,EI2811-037809,Dry,Calm,3,2024-08-24,21:40,21:57,EI,Aer Lingus,EI2811,LHR,London Heathrow Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,40,Regional
1555,U25587-527102,Dry,Calm,14,2024-07-09,07:35,07:59,U2,easyJet,U25587,LGW,London Gatwick Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,42,Widebody
1556,EI1963-961018,Light,Windy,3,2024-11-21,23:50,00:54,EI,Aer Lingus,EI1963,LCY,London City Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,627,Regional
1557,FR5648-231757,Dry,Windy,1,2024-02-02,18:55,19:47,FR,Ryanair,FR5648,LHR,London Heathrow Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,450,Narrowbody
1558,U24104-742317,Dry,Breezy,1,2024-11-21,08:45,09:38,U2,easyJet,U24104,LGW,London Gatwick Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,485,Narrowbody
1559,EI7426-125797,Light,Breezy,10,2024-11-01,11:55,13:07,EI,Aer Lingus,EI7426,LGW,London Gatwick Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,623,Regional
1560,FR8178-406298,Moderate,Breezy,4,2024-02-27,20:15,20:42,FR,Ryanair,FR8178,LCY,London City Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,36,Narrowbody
1561,FR5039-283472,Light,Breezy,2,2024-02-05,03:05,04:07,FR,Ryanair,FR5039,BFS,Belfast International Airport,Belfast,United Kingdom,LCY,London City Airport,London,United Kingdom,546,Widebody
1562,BA8626-687671,Light,Windy,2,2024-07-25,08:30,08:43,BA,British Airways,BA8626,LCY,London City Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,36,Narrowbody
1563,U25848-018443,Dry,Windy,0,2024-10-25,10:20,11:17,U2,easyJet,U25848,LCY,London City Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,568,Widebody
1564,BA4933-794650,Dry,Breezy,5,2024-02-26,21:25,22:23,BA,British Airways,BA4933,LHR,London Heathrow Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,450,Narrowbody
1565,EI3242-196378,Dry,Breezy,3,2024-12-18,08:15,09:07,EI,Aer Lingus,EI3242,DUB,Dublin Airport,Dublin,Ireland,LHR,London Heathrow Airport,London,United Kingdom,450,Regional
1566,FR2043-408001,Light,Breezy,5,2024-07-25,11:10,11:26,FR,Ryanair,FR2043,LCY,London City Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,42,Narrowbody
1567,U22000-495151,Dry,Windy,0,2024-10-19,09:30,10:33,U2,easyJet,U22000,LHR,London Heathrow Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,555,Regional
1568,FR9275-747557,Dry,VeryWindy,14,2024-09-04,06:10,06:38,FR,Ryanair,FR9275,SNN,Shannon Airport,Shannon,Ireland,DUB,Dublin Airport,Dublin,Ireland,195,Widebody
