flight_id,flight_date,sched_dep_time,sched_arr_time,carrier_code,carrier,flight_number,origin,origin_name,origin_city,origin_country,dest,dest_name,dest_city,dest_country,distance_km,aircraft_type
BA2166-427438,2024-08-31,00:20,00:34,BA,British Airways,BA2166,LCY,London City Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,36,Widebody
EI1923-219267,2024-04-10,23:15,23:49,EI,Aer Lingus,EI1923,SNN,Shannon Airport,Shannon,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,281,Narrowbody
EI9652-083359,2024-04-04,06:30,07:26,EI,Aer Lingus,EI9652,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Narrowbody
EI723-319258,2024-02-24,04:25,05:23,EI,Aer Lingus,EI723,BFS,Belfast International Airport,Belfast,United Kingdom,LCY,London City Airport,London,United Kingdom,546,Narrowbody
BA9926-133995,2024-05-23,18:00,19:02,BA,British Airways,BA9926,LGW,London Gatwick Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,623,Narrowbody
EI0642-875379,2024-04-22,19:30,20:31,EI,Aer Lingus,EI0642,LHR,London Heathrow Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,523,Regional
U22553-904901,2024-10-31,22:35,23:05,U2,easyJet,U22553,GLA,Glasgow Airport,Glasgow,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,176,Widebody
EI2038-171592,2024-03-31,08:10,09:27,EI,Aer Lingus,EI2038,SNN,Shannon Airport,Shannon,Ireland,LCY,London City Airport,London,United Kingdom,627,Widebody
EI5676-764418,2024-04-14,16:50,17:58,EI,Aer Lingus,EI5676,SNN,Shannon Airport,Shannon,Ireland,LGW,London Gatwick Airport,London,United Kingdom,623,Narrowbody
EI7013-267963,2024-03-18,07:45,08:50,EI,Aer Lingus,EI7013,GLA,Glasgow Airport,Glasgow,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,555,Regional
U26812-301296,2024-01-09,21:30,22:38,U2,easyJet,U26812,SNN,Shannon Airport,Shannon,Ireland,LGW,London Gatwick Airport,London,United Kingdom,623,Regional
EI8024-138734,2024-09-01,22:45,23:42,EI,Aer Lingus,EI8024,GLA,Glasgow Airport,Glasgow,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,457,Regional
EI7902-299228,2024-04-17,08:20,09:24,EI,Aer Lingus,EI7902,DUB,Dublin Airport,Dublin,Ireland,LGW,London Gatwick Airport,London,United Kingdom,485,Widebody
U24720-725292,2024-12-15,17:50,18:26,U2,easyJet,U24720,GLA,Glasgow Airport,Glasgow,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,297,Narrowbody
U2056-581677,2024-12-01,23:25,23:50,U2,easyJet,U2056,LGW,London Gatwick Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,40,Narrowbody
FR3912-310956,2024-06-19,11:35,11:53,FR,Ryanair,FR3912,LGW,London Gatwick Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,42,Regional
U2314-415435,2024-03-18,20:35,21:11,U2,easyJet,U2314,SNN,Shannon Airport,Shannon,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,281,Regional
BA8171-496079,2024-10-28,17:40,18:52,BA,British Airways,BA8171,LGW,London Gatwick Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,623,Regional
EI6492-194759,2024-01-02,13:05,13:59,EI,Aer Lingus,EI6492,LHR,London Heathrow Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,450,Narrowbody
U27134-501029,2024-04-14,17:35,18:33,U2,easyJet,U27134,DUB,Dublin Airport,Dublin,Ireland,LHR,London Heathrow Airport,London,United Kingdom,450,Regional
EI0519-334729,2024-02-21,19:30,20:30,EI,Aer Lingus,EI0519,LHR,London Heathrow Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,555,Widebody
BA4118-592472,2024-07-28,10:05,10:19,BA,British Airways,BA4118,LCY,London City Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,42,Regional
FR9021-243812,2024-09-25,14:25,15:21,FR,Ryanair,FR9021,GLA,Glasgow Airport,Glasgow,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,457,Narrowbody
EI8151-807932,2024-10-22,03:50,04:49,EI,Aer Lingus,EI8151,DUB,Dublin Airport,Dublin,Ireland,LCY,London City Airport,London,United Kingdom,478,Narrowbody
EI4593-978603,2024-05-27,06:20,07:21,EI,Aer Lingus,EI4593,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Regional
U22063-252802,2024-02-26,02:20,02:54,U2,easyJet,U22063,GLA,Glasgow Airport,Glasgow,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,176,Regional
BA2418-608389,2024-10-21,14:20,15:12,BA,British Airways,BA2418,LCY,London City Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,478,Widebody
EI171-379844,2024-07-19,12:55,13:57,EI,Aer Lingus,EI171,GLA,Glasgow Airport,Glasgow,United Kingdom,LCY,London City Airport,London,United Kingdom,568,Widebody
U21481-804460,2024-01-30,17:05,17:33,U2,easyJet,U21481,BFS,Belfast International Airport,Belfast,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,176,Regional
FR8625-797326,2024-04-28,16:50,17:12,FR,Ryanair,FR8625,LGW,London Gatwick Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,42,Regional
FR5282-272296,2024-09-10,17:30,18:20,FR,Ryanair,FR5282,DUB,Dublin Airport,Dublin,Ireland,LHR,London Heathrow Airport,London,United Kingdom,450,Regional
EI9890-282836,2024-07-01,12:00,13:12,EI,Aer Lingus,EI9890,BFS,Belfast International Airport,Belfast,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,561,Narrowbody
FR4564-373739,2024-11-12,07:50,08:18,FR,Ryanair,FR4564,LGW,London Gatwick Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,40,Narrowbody
EI4041-572067,2024-02-21,14:15,15:19,EI,Aer Lingus,EI4041,LHR,London Heathrow Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,594,Regional
BA8890-877480,2024-02-03,08:05,09:13,BA,British Airways,BA8890,LHR,London Heathrow Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,523,Regional
EI2935-473252,2024-04-11,16:25,17:25,EI,Aer Lingus,EI2935,BFS,Belfast International Airport,Belfast,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,523,Widebody
FR2282-513896,2024-02-12,10:05,11:05,FR,Ryanair,FR2282,GLA,Glasgow Airport,Glasgow,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,555,Narrowbody
EI6111-150651,2024-11-03,19:20,20:32,EI,Aer Lingus,EI6111,LHR,London Heathrow Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,594,Widebody
BA5898-223681,2024-11-26,14:50,15:56,BA,British Airways,BA5898,SNN,Shannon Airport,Shannon,Ireland,LHR,London Heathrow Airport,London,United Kingdom,594,Widebody
FR2849-869277,2024-04-16,09:30,09:50,FR,Ryanair,FR2849,LGW,London Gatwick Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,40,Narrowbody
FR0269-047410,2024-11-04,14:55,15:53,FR,Ryanair,FR0269,LCY,London City Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,568,Regional
EI5076-411064,2024-08-22,09:10,09:38,EI,Aer Lingus,EI5076,BFS,Belfast International Airport,Belfast,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,176,Regional
BA5195-366023,2024-01-14,15:35,16:45,BA,British Airways,BA5195,SNN,Shannon Airport,Shannon,Ireland,LGW,London Gatwick Airport,London,United Kingdom,623,Narrowbody
U20275-262472,2024-04-22,04:15,05:17,U2,easyJet,U20275,SNN,Shannon Airport,Shannon,Ireland,LHR,London Heathrow Airport,London,United Kingdom,594,Regional
FR9741-930091,2024-10-19,15:30,16:23,FR,Ryanair,FR9741,GLA,Glasgow Airport,Glasgow,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,457,Widebody
EI8639-720191,2024-12-16,18:30,19:06,EI,Aer Lingus,EI8639,GLA,Glasgow Airport,Glasgow,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,176,Widebody
FR6415-726769,2024-11-19,02:15,03:21,FR,Ryanair,FR6415,LCY,London City Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,627,Narrowbody
U24543-466810,2024-03-29,15:20,16:30,U2,easyJet,U24543,LCY,London City Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,546,Narrowbody
FR2434-027260,2024-02-15,20:45,21:48,FR,Ryanair,FR2434,LCY,London City Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,568,Regional
U26165-879197,2024-01-24,13:00,14:11,U2,easyJet,U26165,LHR,London Heathrow Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,555,Narrowbody
BA9185-947744,2024-01-13,12:35,13:31,BA,British Airways,BA9185,LCY,London City Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,478,Narrowbody
FR2333-030511,2024-01-11,07:55,08:49,FR,Ryanair,FR2333,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Narrowbody
BA8581-064782,2024-03-02,10:45,11:05,BA,British Airways,BA8581,LGW,London Gatwick Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,42,Widebody
BA1593-570086,2024-01-05,09:40,09:59,BA,British Airways,BA1593,LHR,London Heathrow Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,36,Widebody
U20175-928224,2024-12-19,04:45,05:40,U2,easyJet,U20175,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Narrowbody
EI5553-673119,2024-09-28,01:35,02:20,EI,Aer Lingus,EI5553,DUB,Dublin Airport,Dublin,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,297,Regional
FR2322-373408,2024-07-23,18:35,19:39,FR,Ryanair,FR2322,DUB,Dublin Airport,Dublin,Ireland,LGW,London Gatwick Airport,London,United Kingdom,485,Widebody
FR9735-042673,2024-03-29,10:20,11:26,FR,Ryanair,FR9735,LHR,London Heathrow Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,594,Widebody
BA6393-435552,2024-09-27,13:35,13:57,BA,British Airways,BA6393,LCY,London City Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,42,Narrowbody
FR5413-296449,2024-05-19,14:20,15:16,FR,Ryanair,FR5413,LHR,London Heathrow Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,523,Regional
BA459-745222,2024-09-05,20:35,21:31,BA,British Airways,BA459,DUB,Dublin Airport,Dublin,Ireland,LHR,London Heathrow Airport,London,United Kingdom,450,Widebody
BA1973-946396,2024-10-25,10:50,11:31,BA,British Airways,BA1973,BFS,Belfast International Airport,Belfast,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,281,Regional
FR7082-069066,2024-02-23,07:35,08:10,FR,Ryanair,FR7082,DUB,Dublin Airport,Dublin,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,297,Widebody
U23989-449155,2024-10-21,23:00,00:06,U2,easyJet,U23989,BFS,Belfast International Airport,Belfast,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,561,Regional
FR6793-227371,2024-04-17,03:25,04:23,FR,Ryanair,FR6793,LCY,London City Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,546,Narrowbody
U27553-860584,2024-09-12,13:55,14:51,U2,easyJet,U27553,LHR,London Heathrow Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,450,Widebody
EI1538-556979,2024-02-06,00:40,01:06,EI,Aer Lingus,EI1538,LCY,London City Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,42,Narrowbody
U28853-981984,2024-11-01,16:10,16:32,U2,easyJet,U28853,DUB,Dublin Airport,Dublin,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,138,Narrowbody
EI9980-653411,2024-11-03,06:00,06:36,EI,Aer Lingus,EI9980,DUB,Dublin Airport,Dublin,Ireland,SNN,Shannon Airport,Shannon,Ireland,195,Widebody
FR9934-083764,2024-07-11,17:20,18:25,FR,Ryanair,FR9934,GLA,Glasgow Airport,Glasgow,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,595,Narrowbody
BA0704-526872,2024-12-20,21:30,22:04,BA,British Airways,BA0704,SNN,Shannon Airport,Shannon,Ireland,DUB,Dublin Airport,Dublin,Ireland,195,Regional
BA5648-703099,2024-11-24,02:25,03:22,BA,British Airways,BA5648,GLA,Glasgow Airport,Glasgow,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,457,Narrowbody
BA1150-359783,2024-11-02,23:45,00:48,BA,British Airways,BA1150,LHR,London Heathrow Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,555,Regional
U25976-397041,2024-08-26,09:55,10:55,U2,easyJet,U25976,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Narrowbody
EI2881-648972,2024-07-17,13:00,14:06,EI,Aer Lingus,EI2881,SNN,Shannon Airport,Shannon,Ireland,LHR,London Heathrow Airport,London,United Kingdom,594,Narrowbody
U23413-650612,2024-02-22,03:40,04:44,U2,easyJet,U23413,LCY,London City Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,627,Widebody
EI6503-911574,2024-07-30,07:50,08:14,EI,Aer Lingus,EI6503,LGW,London Gatwick Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,40,Regional
EI9723-984565,2024-08-09,01:50,03:00,EI,Aer Lingus,EI9723,LCY,London City Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,546,Narrowbody
FR2073-333422,2024-07-12,09:10,09:36,FR,Ryanair,FR2073,DUB,Dublin Airport,Dublin,Ireland,SNN,Shannon Airport,Shannon,Ireland,195,Widebody
BA6834-336260,2024-08-26,20:25,20:52,BA,British Airways,BA6834,LGW,London Gatwick Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,40,Regional
U26808-242378,2024-11-17,02:35,02:57,U2,easyJet,U26808,LCY,London City Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,42,Widebody
EI502-729818,2024-10-21,12:15,12:52,EI,Aer Lingus,EI502,SNN,Shannon Airport,Shannon,Ireland,DUB,Dublin Airport,Dublin,Ireland,195,Narrowbody
BA1243-098593,2024-03-08,20:20,21:21,BA,British Airways,BA1243,LHR,London Heathrow Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,523,Widebody
FR4792-303996,2024-06-18,01:10,01:55,FR,Ryanair,FR4792,GLA,Glasgow Airport,Glasgow,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,297,Widebody
BA1072-172188,2024-01-20,20:00,21:14,BA,British Airways,BA1072,GLA,Glasgow Airport,Glasgow,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,595,Narrowbody
BA3364-908210,2024-10-23,11:10,12:18,BA,British Airways,BA3364,LCY,London City Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,546,Widebody
U29511-513766,2024-01-04,05:05,06:17,U2,easyJet,U29511,BFS,Belfast International Airport,Belfast,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,561,Regional
FR4782-540333,2024-06-19,06:45,07:37,FR,Ryanair,FR4782,LHR,London Heathrow Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,450,Widebody
BA7108-035447,2024-06-23,22:05,23:08,BA,British Airways,BA7108,LGW,London Gatwick Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,485,Regional
EI6534-585853,2024-01-27,16:10,17:17,EI,Aer Lingus,EI6534,SNN,Shannon Airport,Shannon,Ireland,LCY,London City Airport,London,United Kingdom,627,Widebody
U27480-727896,2024-09-05,20:15,20:49,U2,easyJet,U27480,SNN,Shannon Airport,Shannon,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,281,Narrowbody
BA5565-948936,2024-04-30,11:30,12:32,BA,British Airways,BA5565,LGW,London Gatwick Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,595,Widebody
EI8686-147085,2024-07-05,03:00,03:43,EI,Aer Lingus,EI8686,BFS,Belfast International Airport,Belfast,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,281,Narrowbody
BA6043-176763,2024-02-17,20:40,21:19,BA,British Airways,BA6043,SNN,Shannon Airport,Shannon,Ireland,DUB,Dublin Airport,Dublin,Ireland,195,Regional
U27716-560163,2024-04-20,10:25,11:34,U2,easyJet,U27716,LCY,London City Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,568,Regional
FR9452-302212,2024-02-10,16:00,17:10,FR,Ryanair,FR9452,SNN,Shannon Airport,Shannon,Ireland,LHR,London Heathrow Airport,London,United Kingdom,594,Narrowbody
U22628-769533,2024-10-12,18:00,18:57,U2,easyJet,U22628,GLA,Glasgow Airport,Glasgow,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,457,Regional
BA7319-782620,2024-05-23,17:30,18:45,BA,British Airways,BA7319,LGW,London Gatwick Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,595,Regional
EI7021-963832,2024-09-15,19:00,20:07,EI,Aer Lingus,EI7021,GLA,Glasgow Airport,Glasgow,United Kingdom,LCY,London City Airport,London,United Kingdom,568,Regional
BA3615-657867,2024-08-05,16:25,17:18,BA,British Airways,BA3615,DUB,Dublin Airport,Dublin,Ireland,LGW,London Gatwick Airport,London,United Kingdom,485,Narrowbody
FR7120-478574,2024-05-05,12:25,13:21,FR,Ryanair,FR7120,LCY,London City Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,546,Widebody
BA2064-594284,2024-08-26,21:15,21:34,BA,British Airways,BA2064,LHR,London Heathrow Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,36,Regional
BA3834-748840,2024-07-25,01:25,02:17,BA,British Airways,BA3834,GLA,Glasgow Airport,Glasgow,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,457,Regional
FR2658-796345,2024-07-16,08:00,09:06,FR,Ryanair,FR2658,LCY,London City Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,546,Widebody
EI9178-368716,2024-04-11,08:40,09:47,EI,Aer Lingus,EI9178,LGW,London Gatwick Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,561,Widebody
BA5173-201019,2024-02-20,23:05,23:40,BA,British Airways,BA5173,SNN,Shannon Airport,Shannon,Ireland,DUB,Dublin Airport,Dublin,Ireland,195,Widebody
BA6144-305623,2024-02-09,04:50,06:00,BA,British Airways,BA6144,BFS,Belfast International Airport,Belfast,United Kingdom,LCY,London City Airport,London,United Kingdom,546,Regional
FR5591-468180,2024-07-02,13:05,13:41,FR,Ryanair,FR5591,BFS,Belfast International Airport,Belfast,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,138,Widebody
FR5706-482993,2024-08-21,04:55,05:17,FR,Ryanair,FR5706,LGW,London Gatwick Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,42,Regional
BA698-302085,2024-07-06,20:50,21:08,BA,British Airways,BA698,LCY,London City Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,42,Regional
BA8891-803493,2024-01-18,14:10,15:22,BA,British Airways,BA8891,SNN,Shannon Airport,Shannon,Ireland,LHR,London Heathrow Airport,London,United Kingdom,594,Widebody
FR5309-827592,2024-08-08,06:40,07:38,FR,Ryanair,FR5309,LGW,London Gatwick Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,485,Regional
U28988-902876,2024-04-27,21:05,22:11,U2,easyJet,U28988,LCY,London City Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,546,Widebody
EI9022-774396,2024-09-29,11:45,12:55,EI,Aer Lingus,EI9022,LCY,London City Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,546,Regional
EI755-651768,2024-09-28,01:40,02:40,EI,Aer Lingus,EI755,LHR,London Heathrow Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,523,Narrowbody
BA7067-362659,2024-02-27,14:35,15:33,BA,British Airways,BA7067,BFS,Belfast International Airport,Belfast,United Kingdom,LCY,London City Airport,London,United Kingdom,546,Widebody
EI8111-172419,2024-07-24,14:25,15:02,EI,Aer Lingus,EI8111,SNN,Shannon Airport,Shannon,Ireland,DUB,Dublin Airport,Dublin,Ireland,195,Widebody
U27844-579428,2024-12-15,21:40,22:54,U2,easyJet,U27844,LGW,London Gatwick Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,595,Narrowbody
EI1679-935918,2024-09-12,11:50,12:26,EI,Aer Lingus,EI1679,SNN,Shannon Airport,Shannon,Ireland,DUB,Dublin Airport,Dublin,Ireland,195,Regional
EI0834-826398,2024-05-06,12:00,13:04,EI,Aer Lingus,EI0834,DUB,Dublin Airport,Dublin,Ireland,LCY,London City Airport,London,United Kingdom,478,Widebody
BA9862-746651,2024-11-11,04:15,05:13,BA,British Airways,BA9862,DUB,Dublin Airport,Dublin,Ireland,LCY,London City Airport,London,United Kingdom,478,Widebody
U26273-113615,2024-12-01,07:25,08:24,U2,easyJet,U26273,BFS,Belfast International Airport,Belfast,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,523,Regional
FR4822-622286,2024-01-04,16:10,16:31,FR,Ryanair,FR4822,LHR,London Heathrow Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,40,Regional
EI7787-108663,2024-05-04,13:10,14:09,EI,Aer Lingus,EI7787,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Widebody
FR2527-596124,2024-11-09,16:50,17:29,FR,Ryanair,FR2527,GLA,Glasgow Airport,Glasgow,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,297,Widebody
U27623-459994,2024-10-09,18:15,19:22,U2,easyJet,U27623,GLA,Glasgow Airport,Glasgow,United Kingdom,LCY,London City Airport,London,United Kingdom,568,Regional
EI9782-627598,2024-02-24,23:40,00:45,EI,Aer Lingus,EI9782,DUB,Dublin Airport,Dublin,Ireland,LGW,London Gatwick Airport,London,United Kingdom,485,Regional
FR1145-167256,2024-10-23,08:15,09:23,FR,Ryanair,FR1145,LGW,London Gatwick Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,561,Regional
U21437-744153,2024-11-06,18:10,18:39,U2,easyJet,U21437,GLA,Glasgow Airport,Glasgow,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,176,Regional
FR244-863653,2024-10-11,10:05,11:08,FR,Ryanair,FR244,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Narrowbody
BA1242-262536,2024-04-03,16:35,16:59,BA,British Airways,BA1242,LCY,London City Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,42,Regional
EI6321-880408,2024-07-23,17:05,18:02,EI,Aer Lingus,EI6321,GLA,Glasgow Airport,Glasgow,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,457,Regional
U26369-843691,2024-05-14,18:50,20:00,U2,easyJet,U26369,LHR,London Heathrow Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,555,Regional
EI4824-436749,2024-10-25,15:45,16:34,EI,Aer Lingus,EI4824,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Narrowbody
FR1639-723402,2024-01-28,10:40,11:28,FR,Ryanair,FR1639,DUB,Dublin Airport,Dublin,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,297,Narrowbody
EI7507-382371,2024-09-14,10:25,11:11,EI,Aer Lingus,EI7507,DUB,Dublin Airport,Dublin,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,297,Narrowbody
BA2542-356881,2024-11-03,08:40,09:12,BA,British Airways,BA2542,SNN,Shannon Airport,Shannon,Ireland,DUB,Dublin Airport,Dublin,Ireland,195,Widebody
EI7661-078018,2024-10-15,10:35,11:04,EI,Aer Lingus,EI7661,SNN,Shannon Airport,Shannon,Ireland,DUB,Dublin Airport,Dublin,Ireland,195,Regional
EI1103-716378,2024-07-18,01:55,02:41,EI,Aer Lingus,EI1103,GLA,Glasgow Airport,Glasgow,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,297,Regional
BA9391-582945,2024-04-09,07:45,08:55,BA,British Airways,BA9391,GLA,Glasgow Airport,Glasgow,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,595,Widebody
U21769-637656,2024-06-14,13:50,14:59,U2,easyJet,U21769,GLA,Glasgow Airport,Glasgow,United Kingdom,LCY,London City Airport,London,United Kingdom,568,Regional
BA6752-753948,2024-01-29,10:25,11:17,BA,British Airways,BA6752,LHR,London Heathrow Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,450,Regional
BA4510-690068,2024-01-04,04:50,05:20,BA,British Airways,BA4510,DUB,Dublin Airport,Dublin,Ireland,SNN,Shannon Airport,Shannon,Ireland,195,Narrowbody
U26277-718109,2024-06-23,14:35,15:47,U2,easyJet,U26277,BFS,Belfast International Airport,Belfast,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,561,Widebody
U28273-573863,2024-08-13,10:05,11:00,U2,easyJet,U28273,BFS,Belfast International Airport,Belfast,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,523,Narrowbody
BA4452-732923,2024-10-28,09:15,10:05,BA,British Airways,BA4452,LHR,London Heathrow Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,450,Narrowbody
FR3535-141002,2024-02-27,17:40,18:40,FR,Ryanair,FR3535,LCY,London City Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,546,Widebody
BA6544-330649,2024-12-09,14:25,15:25,BA,British Airways,BA6544,BFS,Belfast International Airport,Belfast,United Kingdom,LCY,London City Airport,London,United Kingdom,546,Narrowbody
FR9350-031818,2024-08-15,07:05,08:10,FR,Ryanair,FR9350,LHR,London Heathrow Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,523,Narrowbody
U29931-682520,2024-10-08,20:40,21:50,U2,easyJet,U29931,LHR,London Heathrow Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,594,Narrowbody
BA0173-942773,2024-04-09,18:25,18:43,BA,British Airways,BA0173,LGW,London Gatwick Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,42,Widebody
BA6670-633199,2024-05-18,08:40,09:45,BA,British Airways,BA6670,LHR,London Heathrow Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,555,Narrowbody
U28495-501273,2024-12-01,06:50,08:03,U2,easyJet,U28495,SNN,Shannon Airport,Shannon,Ireland,LCY,London City Airport,London,United Kingdom,627,Regional
BA5873-590235,2024-06-20,12:10,13:15,BA,British Airways,BA5873,LGW,London Gatwick Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,623,Regional
FR2488-465843,2024-07-21,12:05,13:14,FR,Ryanair,FR2488,LCY,London City Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,568,Narrowbody
