,flight_id,precipitation,wind,dep_delay,carrier,origin_name,origin_city,origin_country,dest_name,dest_city,dest_country,distance_km,aircraft_type,scheduled_departure,scheduled_arrival,delayed,departure_hour,departure_dayofweek,departure_month,flight_duration_mins,bad_weather,origin_flight_count,peak_hour_departure
1334,U27844-579428,0,0,7,easyJet,London Gatwick Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,595,Narrowbody,2024-12-15 21:40:00,2024-12-15 22:54:00,0,21,6,12,74.0,0,432,0
1335,EI1679-935918,0,2,5,Aer Lingus,Shannon Airport,Shannon,Ireland,Dublin Airport,Dublin,Ireland,195,Regional,2024-09-12 11:50:00,2024-09-12 12:26:00,0,11,3,9,36.0,1,458,0
1336,EI0834-826398,0,1,4,Aer Lingus,Dublin Airport,Dublin,Ireland,London City Airport,London,United Kingdom,478,Widebody,2024-05-06 12:00:00,2024-05-06 13:04:00,0,12,0,5,64.0,0,419,0
1337,BA9862-746651,0,2,4,British Airways,Dublin Airport,Dublin,Ireland,London City Airport,London,United Kingdom,478,Widebody,2024-11-11 04:15:00,2024-11-11 05:13:00,0,4,0,11,58.0,1,419,0
1338,U26273-113615,1,1,0,easyJet,Belfast International Airport,Belfast,United Kingdom,London Heathrow Airport,London,United Kingdom,523,Regional,2024-12-01 07:25:00,2024-12-01 08:24:00,0,7,6,12,59.0,0,400,1
1339,FR4822-622286,0,2,0,Ryanair,London Heathrow Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,40,Regional,2024-01-04 16:10:00,2024-01-04 16:31:00,0,16,3,1,21.0,1,411,1
1340,EI7787-108663,2,0,2,Aer Lingus,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Widebody,2024-05-04 13:10:00,2024-05-04 14:09:00,0,13,5,5,59.0,1,458,0
1341,FR2527-596124,1,0,21,Ryanair,Glasgow Airport,Glasgow,United Kingdom,Dublin Airport,Dublin,Ireland,297,Widebody,2024-11-09 16:50:00,2024-11-09 17:29:00,1,16,5,11,39.0,0,435,1
1342,U27623-459994,0,1,2,easyJet,Glasgow Airport,Glasgow,United Kingdom,London City Airport,London,United Kingdom,568,Regional,2024-10-09 18:15:00,2024-10-09 19:22:00,0,18,2,10,67.0,0,435,1
1343,EI9782-627598,0,1,35,Aer Lingus,Dublin Airport,Dublin,Ireland,London Gatwick Airport,London,United Kingdom,485,Regional,2024-02-24 23:40:00,2024-02-24 00:45:00,1,23,5,2,-1375.0,0,419,0
1344,FR1145-167256,1,1,4,Ryanair,London Gatwick Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,561,Regional,2024-10-23 08:15:00,2024-10-23 09:23:00,0,8,2,10,68.0,0,432,1
1345,U21437-744153,2,0,4,easyJet,Glasgow Airport,Glasgow,United Kingdom,Belfast International Airport,Belfast,United Kingdom,176,Regional,2024-11-06 18:10:00,2024-11-06 18:39:00,0,18,2,11,29.0,1,435,1
1346,FR244-863653,0,2,2,Ryanair,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Narrowbody,2024-10-11 10:05:00,2024-10-11 11:08:00,0,10,4,10,63.0,1,458,0
1347,BA1242-262536,1,3,1,British Airways,London City Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,42,Regional,2024-04-03 16:35:00,2024-04-03 16:59:00,0,16,2,4,24.0,1,445,1
1348,EI6321-880408,1,0,0,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,Shannon Airport,Shannon,Ireland,457,Regional,2024-07-23 17:05:00,2024-07-23 18:02:00,0,17,1,7,57.0,0,435,1
1349,U26369-843691,0,3,32,easyJet,London Heathrow Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,555,Regional,2024-05-14 18:50:00,2024-05-14 20:00:00,1,18,1,5,70.0,1,411,1
1350,EI4824-436749,1,0,38,Aer Lingus,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Narrowbody,2024-10-25 15:45:00,2024-10-25 16:34:00,1,15,4,10,49.0,0,458,0
1351,FR1639-723402,0,2,14,Ryanair,Dublin Airport,Dublin,Ireland,Glasgow Airport,Glasgow,United Kingdom,297,Narrowbody,2024-01-28 10:40:00,2024-01-28 11:28:00,0,10,6,1,48.0,1,419,0
1352,EI7507-382371,1,3,5,Aer Lingus,Dublin Airport,Dublin,Ireland,Glasgow Airport,Glasgow,United Kingdom,297,Narrowbody,2024-09-14 10:25:00,2024-09-14 11:11:00,0,10,5,9,46.0,1,419,0
1353,BA2542-356881,1,0,4,British Airways,Shannon Airport,Shannon,Ireland,Dublin Airport,Dublin,Ireland,195,Widebody,2024-11-03 08:40:00,2024-11-03 09:12:00,0,8,6,11,32.0,0,458,1
1354,EI7661-078018,1,1,4,Aer Lingus,Shannon Airport,Shannon,Ireland,Dublin Airport,Dublin,Ireland,195,Regional,2024-10-15 10:35:00,2024-10-15 11:04:00,0,10,1,10,29.0,0,458,0
1355,EI1103-716378,0,1,5,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,Dublin Airport,Dublin,Ireland,297,Regional,2024-07-18 01:55:00,2024-07-18 02:41:00,0,1,3,7,46.0,0,435,0
1356,BA9391-582945,0,0,6,British Airways,Glasgow Airport,Glasgow,United Kingdom,London Gatwick Airport,London,United Kingdom,595,Widebody,2024-04-09 07:45:00,2024-04-09 08:55:00,0,7,1,4,70.0,0,435,1
1357,U21769-637656,0,0,0,easyJet,Glasgow Airport,Glasgow,United Kingdom,London City Airport,London,United Kingdom,568,Regional,2024-06-14 13:50:00,2024-06-14 14:59:00,0,13,4,6,69.0,0,435,0
1358,BA6752-753948,2,2,40,British Airways,London Heathrow Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,450,Regional,2024-01-29 10:25:00,2024-01-29 11:17:00,1,10,0,1,52.0,1,411,0
1359,BA4510-690068,1,2,0,British Airways,Dublin Airport,Dublin,Ireland,Shannon Airport,Shannon,Ireland,195,Narrowbody,2024-01-04 04:50:00,2024-01-04 05:20:00,0,4,3,1,30.0,1,419,0
1360,U26277-718109,1,0,2,easyJet,Belfast International Airport,Belfast,United Kingdom,London Gatwick Airport,London,United Kingdom,561,Widebody,2024-06-23 14:35:00,2024-06-23 15:47:00,0,14,6,6,72.0,0,400,0
1361,U28273-573863,0,1,3,easyJet,Belfast International Airport,Belfast,United Kingdom,London Heathrow Airport,London,United Kingdom,523,Narrowbody,2024-08-13 10:05:00,2024-08-13 11:00:00,0,10,1,8,55.0,0,400,0
1362,BA4452-732923,1,2,0,British Airways,London Heathrow Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,450,Narrowbody,2024-10-28 09:15:00,2024-10-28 10:05:00,0,9,0,10,50.0,1,411,1
1363,FR3535-141002,0,0,0,Ryanair,London City Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,546,Widebody,2024-02-27 17:40:00,2024-02-27 18:40:00,0,17,1,2,60.0,0,445,1
1364,BA6544-330649,0,1,0,British Airways,Belfast International Airport,Belfast,United Kingdom,London City Airport,London,United Kingdom,546,Narrowbody,2024-12-09 14:25:00,2024-12-09 15:25:00,0,14,0,12,60.0,0,400,0
1365,FR9350-031818,0,1,2,Ryanair,London Heathrow Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,523,Narrowbody,2024-08-15 07:05:00,2024-08-15 08:10:00,0,7,3,8,65.0,0,411,1
1366,U29931-682520,1,2,8,easyJet,London Heathrow Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,594,Narrowbody,2024-10-08 20:40:00,2024-10-08 21:50:00,0,20,1,10,70.0,1,411,0
1367,BA0173-942773,0,2,0,British Airways,London Gatwick Airport,London,United Kingdom,London City Airport,London,United Kingdom,42,Widebody,2024-04-09 18:25:00,2024-04-09 18:43:00,0,18,1,4,18.0,1,432,1
1368,BA6670-633199,1,1,47,British Airways,London Heathrow Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,555,Narrowbody,2024-05-18 08:40:00,2024-05-18 09:45:00,1,8,5,5,65.0,0,411,1
1369,U28495-501273,2,0,0,easyJet,Shannon Airport,Shannon,Ireland,London City Airport,London,United Kingdom,627,Regional,2024-12-01 06:50:00,2024-12-01 08:03:00,0,6,6,12,73.0,1,458,1
1370,BA5873-590235,0,2,2,British Airways,London Gatwick Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,623,Regional,2024-06-20 12:10:00,2024-06-20 13:15:00,0,12,3,6,65.0,1,432,0
1371,FR2488-465843,0,2,15,Ryanair,London City Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,568,Narrowbody,2024-07-21 12:05:00,2024-07-21 13:14:00,1,12,6,7,69.0,1,445,0
1372,U24839-023533,0,3,4,easyJet,Glasgow Airport,Glasgow,United Kingdom,Shannon Airport,Shannon,Ireland,457,Regional,2024-04-08 15:00:00,2024-04-08 16:02:00,0,15,0,4,62.0,1,435,0
1373,FR6515-514847,0,1,7,Ryanair,London City Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,627,Widebody,2024-08-08 20:50:00,2024-08-08 21:52:00,0,20,3,8,62.0,0,445,0
1374,FR5004-287533,1,1,0,Ryanair,London City Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,36,Widebody,2024-09-02 16:55:00,2024-09-02 17:21:00,0,16,0,9,26.0,0,445,1
1375,BA8540-331654,3,1,15,British Airways,London Gatwick Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,623,Narrowbody,2024-07-17 06:10:00,2024-07-17 07:27:00,1,6,2,7,77.0,1,432,1
1376,U25743-431342,1,0,5,easyJet,Belfast International Airport,Belfast,United Kingdom,London Gatwick Airport,London,United Kingdom,561,Regional,2024-09-01 09:45:00,2024-09-01 10:44:00,0,9,6,9,59.0,0,400,1
1377,EI0980-099068,1,1,2,Aer Lingus,London Gatwick Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,485,Widebody,2024-06-16 13:30:00,2024-06-16 14:22:00,0,13,6,6,52.0,0,432,0
1378,FR0828-664493,0,2,26,Ryanair,Glasgow Airport,Glasgow,United Kingdom,London City Airport,London,United Kingdom,568,Narrowbody,2024-07-21 17:05:00,2024-07-21 18:12:00,1,17,6,7,67.0,1,435,1
1379,EI3724-320268,0,1,8,Aer Lingus,Dublin Airport,Dublin,Ireland,London Heathrow Airport,London,United Kingdom,450,Widebody,2024-12-20 14:35:00,2024-12-20 15:25:00,0,14,4,12,50.0,0,419,0
1380,U27245-492328,3,2,0,easyJet,London City Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,36,Regional,2024-04-16 02:30:00,2024-04-16 02:47:00,0,2,1,4,17.0,1,445,0
1381,FR0840-656422,2,2,29,Ryanair,Dublin Airport,Dublin,Ireland,Belfast International Airport,Belfast,United Kingdom,138,Narrowbody,2024-04-16 18:55:00,2024-04-16 19:31:00,1,18,1,4,36.0,1,419,1
1382,BA4147-787965,0,0,1,British Airways,London Heathrow Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,523,Widebody,2024-12-18 02:40:00,2024-12-18 03:46:00,0,2,2,12,66.0,0,411,0
1383,EI8394-494094,0,0,0,Aer Lingus,London City Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,568,Regional,2024-10-08 19:20:00,2024-10-08 20:23:00,0,19,1,10,63.0,0,445,1
1384,FR1538-082683,0,0,30,Ryanair,London City Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,546,Regional,2024-07-16 09:55:00,2024-07-16 10:57:00,1,9,1,7,62.0,0,445,1
1385,BA3518-662998,2,0,3,British Airways,Shannon Airport,Shannon,Ireland,London City Airport,London,United Kingdom,627,Narrowbody,2024-07-01 11:15:00,2024-07-01 12:30:00,0,11,0,7,75.0,1,458,0
1386,EI3877-400816,2,1,6,Aer Lingus,Shannon Airport,Shannon,Ireland,London City Airport,London,United Kingdom,627,Regional,2024-01-30 13:15:00,2024-01-30 14:25:00,0,13,1,1,70.0,1,458,0
1387,BA0615-435330,0,1,8,British Airways,London Gatwick Airport,London,United Kingdom,London City Airport,London,United Kingdom,42,Regional,2024-05-26 19:30:00,2024-05-26 19:50:00,0,19,6,5,20.0,0,432,1
1388,U28551-105047,0,3,1,easyJet,London Heathrow Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,594,Widebody,2024-09-25 04:35:00,2024-09-25 05:39:00,0,4,2,9,64.0,1,411,0
1389,U21520-509276,2,0,2,easyJet,Belfast International Airport,Belfast,United Kingdom,Dublin Airport,Dublin,Ireland,138,Narrowbody,2024-03-23 09:40:00,2024-03-23 10:12:00,0,9,5,3,32.0,1,400,1
1390,U23068-147893,1,0,6,easyJet,Glasgow Airport,Glasgow,United Kingdom,Dublin Airport,Dublin,Ireland,297,Narrowbody,2024-04-16 14:55:00,2024-04-16 15:42:00,0,14,1,4,47.0,0,435,0
1391,FR6156-329734,0,1,27,Ryanair,London Gatwick Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,40,Regional,2024-06-06 03:30:00,2024-06-06 03:52:00,1,3,3,6,22.0,0,432,0
1392,FR6896-502226,0,1,1,Ryanair,Dublin Airport,Dublin,Ireland,Glasgow Airport,Glasgow,United Kingdom,297,Widebody,2024-11-13 18:35:00,2024-11-13 19:23:00,0,18,2,11,48.0,0,419,1
1393,U24172-618781,1,0,36,easyJet,London City Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,478,Narrowbody,2024-10-19 17:00:00,2024-10-19 17:58:00,1,17,5,10,58.0,0,445,1
1394,EI3420-143147,1,1,10,Aer Lingus,London Heathrow Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,450,Narrowbody,2024-11-04 19:15:00,2024-11-04 20:17:00,0,19,0,11,62.0,0,411,1
1395,U25073-045025,2,1,24,easyJet,London Heathrow Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,450,Narrowbody,2024-10-22 12:00:00,2024-10-22 12:52:00,1,12,1,10,52.0,1,411,0
1396,FR7238-947847,1,0,6,Ryanair,Glasgow Airport,Glasgow,United Kingdom,Belfast International Airport,Belfast,United Kingdom,176,Widebody,2024-10-25 14:25:00,2024-10-25 14:59:00,0,14,4,10,34.0,0,435,0
1397,U25943-361061,0,2,0,easyJet,London City Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,568,Widebody,2024-06-24 23:50:00,2024-06-24 00:49:00,0,23,0,6,-1381.0,1,445,0
1398,U23990-996868,0,1,3,easyJet,London Gatwick Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,595,Regional,2024-10-14 05:40:00,2024-10-14 06:52:00,0,5,0,10,72.0,0,432,0
1399,U25093-253216,1,3,0,easyJet,Glasgow Airport,Glasgow,United Kingdom,Dublin Airport,Dublin,Ireland,297,Regional,2024-02-17 23:30:00,2024-02-17 00:16:00,0,23,5,2,-1394.0,1,435,0
1400,BA5592-566574,0,2,0,British Airways,London Heathrow Airport,London,United Kingdom,London City Airport,London,United Kingdom,36,Narrowbody,2024-02-08 06:30:00,2024-02-08 06:46:00,0,6,3,2,16.0,1,411,1
1401,FR2421-811514,3,0,5,Ryanair,Dublin Airport,Dublin,Ireland,London Heathrow Airport,London,United Kingdom,450,Regional,2024-06-10 14:55:00,2024-06-10 15:51:00,0,14,0,6,56.0,1,419,0
1402,EI789-553203,1,2,2,Aer Lingus,Shannon Airport,Shannon,Ireland,Belfast International Airport,Belfast,United Kingdom,281,Widebody,2024-01-23 09:10:00,2024-01-23 09:47:00,0,9,1,1,37.0,1,458,1
1403,FR4577-126541,1,0,5,Ryanair,London Gatwick Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,485,Regional,2024-07-14 07:30:00,2024-07-14 08:23:00,0,7,6,7,53.0,0,432,1
1404,EI9514-902166,0,1,0,Aer Lingus,London Gatwick Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,485,Widebody,2024-09-11 02:20:00,2024-09-11 03:10:00,0,2,2,9,50.0,0,432,0
1405,EI2984-746293,2,1,10,Aer Lingus,Belfast International Airport,Belfast,United Kingdom,Shannon Airport,Shannon,Ireland,281,Regional,2024-08-03 16:35:00,2024-08-03 17:08:00,0,16,5,8,33.0,1,400,1
1406,EI7667-213029,0,1,8,Aer Lingus,Dublin Airport,Dublin,Ireland,Shannon Airport,Shannon,Ireland,195,Widebody,2024-07-15 10:45:00,2024-07-15 11:21:00,0,10,0,7,36.0,0,419,0
1407,U23543-371277,0,2,11,easyJet,Belfast International Airport,Belfast,United Kingdom,Shannon Airport,Shannon,Ireland,281,Regional,2024-04-10 23:25:00,2024-04-10 00:04:00,0,23,2,4,-1401.0,1,400,0
1408,EI6851-337898,2,1,36,Aer Lingus,London Gatwick Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,485,Narrowbody,2024-07-19 19:25:00,2024-07-19 20:24:00,1,19,4,7,59.0,1,432,1
1409,EI6681-297676,0,1,0,Aer Lingus,Dublin Airport,Dublin,Ireland,London Heathrow Airport,London,United Kingdom,450,Regional,2024-10-17 21:15:00,2024-10-17 22:11:00,0,21,3,10,56.0,0,419,0
1410,EI7827-967486,0,0,6,Aer Lingus,London Gatwick Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,485,Narrowbody,2024-11-16 12:30:00,2024-11-16 13:27:00,0,12,5,11,57.0,0,432,0
1411,U29832-531661,0,1,11,easyJet,Belfast International Airport,Belfast,United Kingdom,London Gatwick Airport,London,United Kingdom,561,Regional,2024-08-25 21:30:00,2024-08-25 22:41:00,0,21,6,8,71.0,0,400,0
1412,FR4902-296541,1,0,8,Ryanair,London City Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,36,Regional,2024-04-22 07:20:00,2024-04-22 07:37:00,0,7,0,4,17.0,0,445,1
1413,EI8765-513112,2,3,1,Aer Lingus,Shannon Airport,Shannon,Ireland,Belfast International Airport,Belfast,United Kingdom,281,Regional,2024-08-10 06:00:00,2024-08-10 06:41:00,0,6,5,8,41.0,1,458,1
1414,U23895-319983,0,0,30,easyJet,London Gatwick Airport,London,United Kingdom,London City Airport,London,United Kingdom,42,Narrowbody,2024-09-09 08:10:00,2024-09-09 08:38:00,1,8,0,9,28.0,0,432,1
1415,BA097-972093,0,0,0,British Airways,London Heathrow Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,450,Widebody,2024-03-07 18:25:00,2024-03-07 19:15:00,0,18,3,3,50.0,0,411,1
1416,U21712-096873,2,0,8,easyJet,Belfast International Airport,Belfast,United Kingdom,London Heathrow Airport,London,United Kingdom,523,Widebody,2024-12-07 13:55:00,2024-12-07 14:55:00,0,13,5,12,60.0,1,400,0
1417,BA2791-740209,0,1,4,British Airways,Glasgow Airport,Glasgow,United Kingdom,Dublin Airport,Dublin,Ireland,297,Regional,2024-07-01 01:30:00,2024-07-01 02:12:00,0,1,0,7,42.0,0,435,0
1418,U23620-758689,0,1,6,easyJet,London Gatwick Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,485,Widebody,2024-08-27 12:30:00,2024-08-27 13:20:00,0,12,1,8,50.0,0,432,0
1419,FR2618-177445,0,2,42,Ryanair,Glasgow Airport,Glasgow,United Kingdom,Dublin Airport,Dublin,Ireland,297,Widebody,2024-04-12 11:15:00,2024-04-12 11:57:00,1,11,4,4,42.0,1,435,0
1420,BA0090-566148,0,0,6,British Airways,Dublin Airport,Dublin,Ireland,London Heathrow Airport,London,United Kingdom,450,Regional,2024-08-14 12:25:00,2024-08-14 13:23:00,0,12,2,8,58.0,0,419,0
1421,FR2850-493975,2,0,9,Ryanair,Dublin Airport,Dublin,Ireland,Shannon Airport,Shannon,Ireland,195,Regional,2024-03-18 02:20:00,2024-03-18 02:58:00,0,2,0,3,38.0,1,419,0
1422,BA0825-465462,0,2,32,British Airways,Belfast International Airport,Belfast,United Kingdom,Shannon Airport,Shannon,Ireland,281,Narrowbody,2024-03-06 09:10:00,2024-03-06 09:46:00,1,9,2,3,36.0,1,400,1
1423,FR1909-861254,0,0,0,Ryanair,London City Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,36,Regional,2024-02-01 06:25:00,2024-02-01 06:40:00,0,6,3,2,15.0,0,445,1
1424,BA7091-688764,0,2,6,British Airways,Dublin Airport,Dublin,Ireland,Glasgow Airport,Glasgow,United Kingdom,297,Widebody,2024-07-13 05:05:00,2024-07-13 05:51:00,0,5,5,7,46.0,1,419,0
1425,BA2611-626216,2,1,2,British Airways,London Heathrow Airport,London,United Kingdom,London City Airport,London,United Kingdom,36,Widebody,2024-08-27 12:00:00,2024-08-27 12:22:00,0,12,1,8,22.0,1,411,0
1426,FR4913-479711,1,2,0,Ryanair,London City Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,627,Narrowbody,2024-11-17 22:15:00,2024-11-17 23:28:00,0,22,6,11,73.0,1,445,0
1427,EI2061-589415,2,2,9,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,London Heathrow Airport,London,United Kingdom,555,Widebody,2024-10-20 16:10:00,2024-10-20 17:21:00,0,16,6,10,71.0,1,435,1
1428,U27786-759524,2,0,0,easyJet,Dublin Airport,Dublin,Ireland,London Heathrow Airport,London,United Kingdom,450,Regional,2024-12-19 09:50:00,2024-12-19 10:52:00,0,9,3,12,62.0,1,419,1
1429,U24354-305214,0,0,5,easyJet,London Gatwick Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,595,Narrowbody,2024-08-27 17:15:00,2024-08-27 18:22:00,0,17,1,8,67.0,0,432,1
1430,U23858-246196,1,0,2,easyJet,London City Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,36,Regional,2024-06-25 21:30:00,2024-06-25 21:49:00,0,21,1,6,19.0,0,445,0
1431,U29068-298952,0,0,0,easyJet,London Gatwick Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,623,Regional,2024-06-18 04:20:00,2024-06-18 05:32:00,0,4,1,6,72.0,0,432,0
1432,FR5497-018297,1,0,21,Ryanair,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Widebody,2024-08-26 12:55:00,2024-08-26 13:57:00,1,12,0,8,62.0,0,458,0
1433,FR6093-536476,1,2,5,Ryanair,London Heathrow Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,40,Widebody,2024-12-10 20:40:00,2024-12-10 20:59:00,0,20,1,12,19.0,1,411,0
1434,BA0581-429192,1,2,36,British Airways,Glasgow Airport,Glasgow,United Kingdom,London Gatwick Airport,London,United Kingdom,595,Widebody,2024-01-11 20:50:00,2024-01-11 21:55:00,1,20,3,1,65.0,1,435,0
1435,BA2057-873934,1,1,2,British Airways,London City Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,627,Regional,2024-10-20 11:25:00,2024-10-20 12:29:00,0,11,6,10,64.0,0,445,0
1436,EI3777-331185,0,1,0,Aer Lingus,Shannon Airport,Shannon,Ireland,Belfast International Airport,Belfast,United Kingdom,281,Regional,2024-04-18 15:25:00,2024-04-18 16:05:00,0,15,3,4,40.0,0,458,0
1437,BA5287-268895,0,0,1,British Airways,London City Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,627,Widebody,2024-07-06 17:05:00,2024-07-06 18:14:00,0,17,5,7,69.0,0,445,1
1438,BA5435-574092,0,1,3,British Airways,London Gatwick Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,561,Narrowbody,2024-10-31 20:25:00,2024-10-31 21:22:00,0,20,3,10,57.0,0,432,0
1439,BA6323-221635,0,0,10,British Airways,Dublin Airport,Dublin,Ireland,London City Airport,London,United Kingdom,478,Narrowbody,2024-06-17 10:45:00,2024-06-17 11:42:00,0,10,0,6,57.0,0,419,0
1440,BA7578-670592,3,3,1,British Airways,Dublin Airport,Dublin,Ireland,London Gatwick Airport,London,United Kingdom,485,Widebody,2024-04-13 08:35:00,2024-04-13 09:37:00,0,8,5,4,62.0,1,419,1
1441,EI6547-492179,0,3,3,Aer Lingus,London Gatwick Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,623,Regional,2024-02-06 09:10:00,2024-02-06 10:14:00,0,9,1,2,64.0,1,432,1
1442,BA7382-522179,3,1,25,British Airways,Glasgow Airport,Glasgow,United Kingdom,Shannon Airport,Shannon,Ireland,457,Regional,2024-02-15 21:20:00,2024-02-15 22:16:00,1,21,3,2,56.0,1,435,0
1443,EI4233-602708,2,1,6,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,London City Airport,London,United Kingdom,568,Narrowbody,2024-10-13 11:55:00,2024-10-13 13:06:00,0,11,6,10,71.0,1,435,0
1444,EI1684-747073,1,2,36,Aer Lingus,London Gatwick Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,40,Regional,2024-01-14 19:00:00,2024-01-14 19:13:00,1,19,6,1,13.0,1,432,1
1445,BA2779-494338,0,1,7,British Airways,Belfast International Airport,Belfast,United Kingdom,Dublin Airport,Dublin,Ireland,138,Regional,2024-09-24 23:55:00,2024-09-24 00:31:00,0,23,1,9,-1404.0,0,400,0
1446,BA5248-694244,0,2,3,British Airways,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Narrowbody,2024-03-19 08:30:00,2024-03-19 09:23:00,0,8,1,3,53.0,1,458,1
1447,EI8402-322953,1,0,2,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,Shannon Airport,Shannon,Ireland,457,Widebody,2024-01-18 14:25:00,2024-01-18 15:28:00,0,14,3,1,63.0,0,435,0
1448,EI2336-916370,2,0,3,Aer Lingus,Shannon Airport,Shannon,Ireland,Belfast International Airport,Belfast,United Kingdom,281,Narrowbody,2024-04-28 18:55:00,2024-04-28 19:37:00,0,18,6,4,42.0,1,458,1
1449,U21360-290898,0,0,15,easyJet,London Gatwick Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,40,Regional,2024-11-09 00:20:00,2024-11-09 00:40:00,1,0,5,11,20.0,0,432,0
1450,U27286-669451,0,2,0,easyJet,London Heathrow Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,450,Regional,2024-01-22 12:20:00,2024-01-22 13:18:00,0,12,0,1,58.0,1,411,0
1451,EI5130-045442,0,0,7,Aer Lingus,London Gatwick Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,595,Widebody,2024-02-10 06:15:00,2024-02-10 07:18:00,0,6,5,2,63.0,0,432,1
1452,FR3189-862544,3,2,27,Ryanair,London City Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,546,Widebody,2024-05-02 01:20:00,2024-05-02 02:26:00,1,1,3,5,66.0,1,445,0
1453,BA2563-694481,0,1,24,British Airways,Glasgow Airport,Glasgow,United Kingdom,Dublin Airport,Dublin,Ireland,297,Regional,2024-11-29 08:10:00,2024-11-29 08:54:00,1,8,4,11,44.0,0,435,1
1454,EI1496-635756,0,1,7,Aer Lingus,London Gatwick Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,40,Widebody,2024-05-23 07:05:00,2024-05-23 07:29:00,0,7,3,5,24.0,0,432,1
1455,EI0949-969834,1,2,7,Aer Lingus,Dublin Airport,Dublin,Ireland,Belfast International Airport,Belfast,United Kingdom,138,Widebody,2024-11-11 11:15:00,2024-11-11 11:43:00,0,11,0,11,28.0,1,419,0
1456,FR0584-327773,2,0,0,Ryanair,London City Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,568,Narrowbody,2024-11-03 06:00:00,2024-11-03 07:06:00,0,6,6,11,66.0,1,445,1
1457,FR8437-268086,3,1,4,Ryanair,Dublin Airport,Dublin,Ireland,Belfast International Airport,Belfast,United Kingdom,138,Narrowbody,2024-12-01 10:15:00,2024-12-01 10:45:00,0,10,6,12,30.0,1,419,0
