,flight_id,precipitation,wind,dep_delay,carrier,origin_name,origin_city,origin_country,dest_name,dest_city,dest_country,distance_km,aircraft_type,scheduled_departure
1711,U28212-380251,Dry,Windy,2,easyJet,London Gatwick Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,561,Widebody,2024-04-12 14:15:00
1712,BA3952-329733,Dry,Calm,6,British Airways,Glasgow Airport,Glasgow,United Kingdom,London Gatwick Airport,London,United Kingdom,595,Regional,2024-01-18 14:17:00
1713,FR9148-854846,Dry,Calm,2,Ryanair,London Gatwick Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,40,Widebody,2024-12-11 23:18:00
1714,U21926-582184,Light,Breezy,35,easyJet,London Heathrow Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,40,Regional,2024-06-25 12:18:00
1715,BA8774-382411,Dry,Very Windy,12,British Airways,Dublin Airport,Dublin,Ireland,London Heathrow Airport,London,United Kingdom,450,Widebody,2024-03-29 08:30:00
1716,FR6728-174083,Light,Calm,5,Ryanair,Glasgow Airport,Glasgow,United Kingdom,Belfast International Airport,Belfast,United Kingdom,176,Widebody,2024-02-04 12:51:00
1717,U2816-485233,Dry,Windy,1,easyJet,Shannon Airport,Shannon,Ireland,London City Airport,London,United Kingdom,627,Narrowbody,2024-05-02 16:30:00
1718,BA9177-298487,Dry,Breezy,1,British Airways,Shannon Airport,Shannon,Ireland,London Gatwick Airport,London,United Kingdom,623,Regional,2024-05-23 23:15:00
1719,FR7949-075208,Moderate,Breezy,2,Ryanair,Dublin Airport,Dublin,Ireland,Belfast International Airport,Belfast,United Kingdom,138,Widebody,2024-12-04 18:08:00
1720,FR4627-603188,Light,Breezy,29,Ryanair,London Gatwick Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,595,Regional,2024-10-10 08:28:00
1721,EI4039-348593,Moderate,Windy,0,Aer Lingus,London Heathrow Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,594,Regional,2024-02-16 21:25:00
1722,FR5644-842916,Dry,Breezy,7,Ryanair,London Heathrow Airport,London,United Kingdom,London City Airport,London,United Kingdom,36,Widebody,2024-11-20 21:40:00
1723,FR0073-184556,Dry,Windy,39,Ryanair,London Heathrow Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,594,Regional,2024-06-22 10:16:00
1724,FR9713-988757,Dry,Very Windy,31,Ryanair,Glasgow Airport,Glasgow,United Kingdom,Shannon Airport,Shannon,Ireland,457,Regional,2024-02-21 21:41:00
1725,FR1317-082730,Light,Breezy,30,Ryanair,Glasgow Airport,Glasgow,United Kingdom,London Heathrow Airport,London,United Kingdom,555,Widebody,2024-09-02 20:05:00
1726,FR8839-839542,Dry,Calm,5,Ryanair,Belfast International Airport,Belfast,United Kingdom,Shannon Airport,Shannon,Ireland,281,Widebody,2024-03-26 09:28:00
1727,BA7573-565755,Dry,Breezy,7,British Airways,Shannon Airport,Shannon,Ireland,London Heathrow Airport,London,United Kingdom,594,Widebody,2024-03-14 15:19:00
1728,EI7774-653684,Dry,Windy,7,Aer Lingus,London Gatwick Airport,London,United Kingdom,London City Airport,London,United Kingdom,42,Widebody,2024-08-08 11:04:00
1729,FR6399-790007,Moderate,Very Windy,21,Ryanair,London Gatwick Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,40,Widebody,2024-05-03 16:10:00
1730,BA7628-282289,Light,Breezy,0,British Airways,Glasgow Airport,Glasgow,United Kingdom,Shannon Airport,Shannon,Ireland,457,Narrowbody,2024-11-16 00:45:00
1731,EI7942-032111,Light,Breezy,30,Aer Lingus,London City Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,568,Narrowbody,2024-03-04 19:43:00
1732,BA3754-080361,Dry,Breezy,1,British Airways,London Gatwick Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,623,Widebody,2024-07-13 16:45:00
1733,BA6296-260608,Moderate,Breezy,7,British Airways,London Heathrow Airport,London,United Kingdom,London City Airport,London,United Kingdom,36,Regional,2024-02-18 02:01:00
1734,FR2446-189168,Dry,Calm,3,Ryanair,Shannon Airport,Shannon,Ireland,Belfast International Airport,Belfast,United Kingdom,281,Narrowbody,2024-08-26 14:52:00
1735,BA9543-815536,Dry,Breezy,2,British Airways,Belfast International Airport,Belfast,United Kingdom,London City Airport,London,United Kingdom,546,Narrowbody,2024-10-10 15:43:00
1736,U2683-314060,Dry,Calm,6,easyJet,London Heathrow Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,450,Regional,2024-05-04 16:02:00
1737,FR7598-638036,Dry,Windy,15,Ryanair,London Heathrow Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,40,Regional,2024-11-02 22:21:00
1738,U23537-625069,Light,Calm,0,easyJet,Glasgow Airport,Glasgow,United Kingdom,London Gatwick Airport,London,United Kingdom,595,Regional,2024-10-17 17:42:00
1739,BA8142-444516,Dry,Calm,4,British Airways,Dublin Airport,Dublin,Ireland,Glasgow Airport,Glasgow,United Kingdom,297,Narrowbody,2024-05-29 10:03:00
1740,EI6023-877280,Dry,Calm,5,Aer Lingus,Shannon Airport,Shannon,Ireland,Belfast International Airport,Belfast,United Kingdom,281,Narrowbody,2024-08-18 15:15:00
1741,U26466-327530,Dry,Breezy,4,easyJet,Belfast International Airport,Belfast,United Kingdom,London Gatwick Airport,London,United Kingdom,561,Narrowbody,2024-03-12 18:01:00
1742,FR7991-213773,Dry,Windy,3,Ryanair,Glasgow Airport,Glasgow,United Kingdom,Shannon Airport,Shannon,Ireland,457,Widebody,2024-02-23 14:53:00
1743,EI3025-352283,Dry,Very Windy,2,Aer Lingus,London Gatwick Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,485,Regional,2024-02-10 20:31:00
1744,FR400-416952,Dry,Calm,0,Ryanair,Shannon Airport,Shannon,Ireland,Belfast International Airport,Belfast,United Kingdom,281,Narrowbody,2024-12-06 19:48:00
1745,BA5952-877811,Light,Breezy,7,British Airways,London City Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,36,Widebody,2024-02-09 10:38:00
1746,BA3389-768314,Dry,Breezy,1,British Airways,London City Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,568,Narrowbody,2024-02-26 17:56:00
1747,BA5465-703003,Light,Breezy,2,British Airways,London City Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,627,Widebody,2024-01-31 17:46:00
1748,BA3363-423152,Dry,Windy,6,British Airways,London City Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,568,Narrowbody,2024-03-24 16:31:00
1749,BA5006-977207,Light,Very Windy,4,British Airways,London Heathrow Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,40,Widebody,2024-03-03 06:38:00
1750,BA7701-457364,Moderate,Windy,28,British Airways,London City Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,568,Regional,2024-02-04 07:34:00
1751,FR7225-843607,Moderate,Breezy,34,Ryanair,Belfast International Airport,Belfast,United Kingdom,London Gatwick Airport,London,United Kingdom,561,Widebody,2024-04-24 12:53:00
1752,BA8482-809695,Dry,Breezy,9,British Airways,London Gatwick Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,595,Regional,2024-09-20 01:32:00
1753,BA6139-847389,Dry,Windy,6,British Airways,London Heathrow Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,555,Narrowbody,2024-06-30 03:38:00
1754,EI7376-557255,Dry,Windy,0,Aer Lingus,London City Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,42,Regional,2024-08-03 22:27:00
1755,EI7984-041829,Dry,Breezy,2,Aer Lingus,London Heathrow Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,555,Regional,2024-07-28 13:06:00
1756,BA8680-158380,Dry,Breezy,1,British Airways,London Heathrow Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,40,Regional,2024-08-10 19:50:00
1757,EI853-372729,Moderate,Calm,2,Aer Lingus,London City Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,478,Regional,2024-10-07 12:12:00
1758,EI408-940274,Light,Breezy,14,Aer Lingus,Dublin Airport,Dublin,Ireland,Glasgow Airport,Glasgow,United Kingdom,297,Narrowbody,2024-08-02 17:09:00
1759,BA9607-772143,Dry,Windy,10,British Airways,Glasgow Airport,Glasgow,United Kingdom,London City Airport,London,United Kingdom,568,Regional,2024-05-30 04:24:00
1760,BA6823-689352,Dry,Calm,1,British Airways,Belfast International Airport,Belfast,United Kingdom,Dublin Airport,Dublin,Ireland,138,Widebody,2024-01-22 12:39:00
1761,FR1784-115663,Dry,Breezy,35,Ryanair,London Gatwick Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,595,Regional,2024-01-08 01:15:00
1762,U28094-684125,Heavy,Calm,26,easyJet,London Heathrow Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,594,Narrowbody,2024-09-10 17:29:00
1763,FR8971-650888,Light,Windy,2,Ryanair,Dublin Airport,Dublin,Ireland,Glasgow Airport,Glasgow,United Kingdom,297,Narrowbody,2024-03-19 19:51:00
1764,BA7090-404240,Moderate,Breezy,30,British Airways,London City Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,546,Narrowbody,2024-02-05 14:00:00
1765,EI3997-591961,Dry,Breezy,2,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,London Heathrow Airport,London,United Kingdom,555,Narrowbody,2024-05-03 00:03:00
1766,FR5362-844596,Dry,Breezy,0,Ryanair,Dublin Airport,Dublin,Ireland,Belfast International Airport,Belfast,United Kingdom,138,Regional,2024-06-29 09:39:00
1767,U26170-248582,Dry,Breezy,0,easyJet,London Heathrow Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,40,Regional,2024-07-08 19:51:00
1768,FR7501-560305,Moderate,Calm,8,Ryanair,London Heathrow Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,555,Narrowbody,2024-05-03 20:25:00
1769,BA7131-399196,Light,Calm,2,British Airways,Shannon Airport,Shannon,Ireland,London Gatwick Airport,London,United Kingdom,623,Regional,2024-07-06 14:30:00
1770,U2193-019845,Light,Breezy,7,easyJet,London Heathrow Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,594,Narrowbody,2024-01-11 09:55:00
1771,U2086-456825,Dry,Breezy,4,easyJet,London City Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,36,Regional,2024-08-14 10:00:00
1772,BA0588-613801,Light,Calm,1,British Airways,London Heathrow Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,40,Narrowbody,2024-01-15 21:40:00
1773,FR210-326633,Light,Windy,0,Ryanair,Glasgow Airport,Glasgow,United Kingdom,London City Airport,London,United Kingdom,568,Regional,2024-02-17 10:01:00
1774,BA3394-959253,Dry,Calm,5,British Airways,London Gatwick Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,595,Regional,2024-06-15 20:22:00
1775,U20498-725008,Light,Calm,1,easyJet,London Gatwick Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,485,Narrowbody,2024-02-21 05:18:00
1776,EI2047-055188,Dry,Breezy,6,Aer Lingus,London Gatwick Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,485,Regional,2024-09-26 14:55:00
1777,U29129-231917,Light,Windy,5,easyJet,London Heathrow Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,450,Narrowbody,2024-03-19 07:44:00
1778,EI7199-870547,Light,Breezy,2,Aer Lingus,Shannon Airport,Shannon,Ireland,London City Airport,London,United Kingdom,627,Narrowbody,2024-01-15 15:36:00
1779,U28574-139815,Dry,Calm,0,easyJet,London Heathrow Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,594,Widebody,2024-05-02 14:50:00
1780,EI0938-061215,Dry,Breezy,0,Aer Lingus,London City Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,36,Regional,2024-09-12 16:45:00
1781,EI6896-121719,Dry,Calm,0,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,London City Airport,London,United Kingdom,568,Narrowbody,2024-01-04 11:46:00
1782,EI8156-290348,Light,Breezy,0,Aer Lingus,London Gatwick Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,561,Widebody,2024-04-10 09:30:00
1783,U29334-465087,Light,Windy,6,easyJet,Shannon Airport,Shannon,Ireland,Belfast International Airport,Belfast,United Kingdom,281,Narrowbody,2024-05-17 19:36:00
1784,FR6943-589993,Moderate,Windy,36,Ryanair,London City Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,568,Narrowbody,2024-01-30 23:20:00
1785,FR7568-971098,Dry,Calm,1,Ryanair,Dublin Airport,Dublin,Ireland,Shannon Airport,Shannon,Ireland,195,Widebody,2024-06-22 11:35:00
1786,FR1750-297138,Dry,Breezy,1,Ryanair,Dublin Airport,Dublin,Ireland,Glasgow Airport,Glasgow,United Kingdom,297,Widebody,2024-04-09 22:05:00
1787,FR9508-299513,Moderate,Calm,3,Ryanair,London Gatwick Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,561,Narrowbody,2024-03-08 22:35:00
1788,EI9206-462777,Dry,Breezy,11,Aer Lingus,London Heathrow Airport,London,United Kingdom,London City Airport,London,United Kingdom,36,Widebody,2024-11-23 08:43:00
1789,U29989-262285,Dry,Calm,5,easyJet,London City Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,627,Regional,2024-11-05 07:19:00
1790,U23881-703584,Dry,Windy,2,easyJet,Glasgow Airport,Glasgow,United Kingdom,London Heathrow Airport,London,United Kingdom,555,Narrowbody,2024-12-03 07:17:00
1791,BA9773-426608,Dry,Calm,4,British Airways,Shannon Airport,Shannon,Ireland,London City Airport,London,United Kingdom,627,Regional,2024-10-18 08:38:00
1792,BA2595-323821,Dry,Breezy,0,British Airways,London City Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,478,Widebody,2024-07-04 09:20:00
1793,U21677-419041,Dry,Calm,0,easyJet,London Gatwick Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,561,Widebody,2024-07-17 19:30:00
1794,FR8426-433148,Light,Calm,12,Ryanair,Shannon Airport,Shannon,Ireland,London Gatwick Airport,London,United Kingdom,623,Widebody,2024-12-20 10:06:00
1795,U2292-243094,Dry,Breezy,0,easyJet,London Heathrow Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,594,Narrowbody,2024-01-13 12:14:00
1796,EI1778-783338,Moderate,Breezy,7,Aer Lingus,Shannon Airport,Shannon,Ireland,London Heathrow Airport,London,United Kingdom,594,Narrowbody,2024-03-24 08:57:00
1797,BA2357-531434,Dry,Breezy,1,British Airways,Glasgow Airport,Glasgow,United Kingdom,London Gatwick Airport,London,United Kingdom,595,Regional,2024-06-30 11:49:00
1798,FR9722-608409,Dry,Very Windy,15,Ryanair,London City Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,478,Narrowbody,2024-06-02 08:39:00
1799,BA6211-727714,Light,Breezy,15,British Airways,London Gatwick Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,40,Widebody,2024-01-07 19:27:00
1800,FR1611-731274,Light,Calm,1,Ryanair,Belfast International Airport,Belfast,United Kingdom,Shannon Airport,Shannon,Ireland,281,Widebody,2024-03-17 03:18:00
1801,U27244-979040,Dry,Calm,2,easyJet,London Gatwick Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,485,Widebody,2024-05-16 14:11:00
1802,U24421-328150,Moderate,Very Windy,0,easyJet,Shannon Airport,Shannon,Ireland,London Heathrow Airport,London,United Kingdom,594,Widebody,2024-10-26 12:52:00
1803,EI9454-723249,Moderate,Calm,3,Aer Lingus,Belfast International Airport,Belfast,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,176,Narrowbody,2024-11-16 21:58:00
1804,U29360-448286,Light,Calm,9,easyJet,Shannon Airport,Shannon,Ireland,Belfast International Airport,Belfast,United Kingdom,281,Narrowbody,2024-09-25 13:18:00
1805,U29899-661571,Dry,Windy,0,easyJet,Belfast International Airport,Belfast,United Kingdom,London City Airport,London,United Kingdom,546,Widebody,2024-10-16 17:35:00
1806,BA0010-871064,Dry,Breezy,2,British Airways,Shannon Airport,Shannon,Ireland,London Heathrow Airport,London,United Kingdom,594,Narrowbody,2024-05-05 08:38:00
1807,EI0378-855666,Light,Windy,2,Aer Lingus,London Gatwick Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,40,Regional,2024-04-27 14:39:00
1808,EI5246-335161,Dry,Breezy,4,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,Dublin Airport,Dublin,Ireland,297,Regional,2024-05-27 14:25:00
1809,U25375-059045,Dry,Calm,1,easyJet,London Heathrow Airport,London,United Kingdom,London City Airport,London,United Kingdom,36,Regional,2024-01-12 14:30:00
1810,BA2288-820557,Moderate,Calm,20,British Airways,Dublin Airport,Dublin,Ireland,Glasgow Airport,Glasgow,United Kingdom,297,Regional,2024-10-10 06:41:00
1811,FR5386-639773,Moderate,Windy,19,Ryanair,Belfast International Airport,Belfast,United Kingdom,London City Airport,London,United Kingdom,546,Regional,2024-04-08 07:31:00
1812,U23218-087857,Light,Windy,16,easyJet,Shannon Airport,Shannon,Ireland,London Gatwick Airport,London,United Kingdom,623,Narrowbody,2024-09-26 01:44:00
1813,EI7009-497428,Light,Calm,4,Aer Lingus,London Heathrow Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,450,Widebody,2024-01-02 19:25:00
1814,EI4478-278864,Light,Breezy,0,Aer Lingus,Shannon Airport,Shannon,Ireland,London Gatwick Airport,London,United Kingdom,623,Widebody,2024-09-06 10:55:00
1815,BA2783-656015,Heavy,Very Windy,19,British Airways,London Heathrow Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,523,Regional,2024-12-15 14:34:00
1816,FR8706-041650,Dry,Windy,0,Ryanair,London Gatwick Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,561,Narrowbody,2024-03-11 14:51:00
1817,EI4663-318515,Light,Very Windy,25,Aer Lingus,London City Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,627,Narrowbody,2024-05-25 20:37:00
1818,FR0559-471804,Light,Breezy,3,Ryanair,Shannon Airport,Shannon,Ireland,London Gatwick Airport,London,United Kingdom,623,Widebody,2024-01-15 03:52:00
1819,BA3968-333668,Light,Windy,0,British Airways,Glasgow Airport,Glasgow,United Kingdom,London Gatwick Airport,London,United Kingdom,595,Widebody,2024-05-05 18:22:00
1820,FR3676-553692,Dry,Breezy,39,Ryanair,London Heathrow Airport,London,United Kingdom,London City Airport,London,United Kingdom,36,Widebody,2024-06-17 09:15:00
1821,BA7063-193599,Dry,Windy,4,British Airways,Glasgow Airport,Glasgow,United Kingdom,London Heathrow Airport,London,United Kingdom,555,Widebody,2024-12-12 18:41:00
1822,U24342-389274,Dry,Windy,23,easyJet,London Heathrow Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,555,Regional,2024-04-29 10:03:00
1823,FR3906-777799,Moderate,Breezy,7,Ryanair,Shannon Airport,Shannon,Ireland,Belfast International Airport,Belfast,United Kingdom,281,Narrowbody,2024-09-30 12:22:00
1824,U24242-119486,Moderate,Breezy,10,easyJet,London Heathrow Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,555,Narrowbody,2024-05-29 03:46:00
1825,U24508-170287,Moderate,Calm,0,easyJet,Dublin Airport,Dublin,Ireland,London Heathrow Airport,London,United Kingdom,450,Widebody,2024-11-26 15:12:00
1826,EI5731-623317,Dry,Windy,8,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,London City Airport,London,United Kingdom,568,Widebody,2024-07-11 05:02:00
1827,FR6933-717938,Heavy,Calm,22,Ryanair,Shannon Airport,Shannon,Ireland,Belfast International Airport,Belfast,United Kingdom,281,Narrowbody,2024-08-18 00:23:00
1828,FR3472-686631,Dry,Breezy,0,Ryanair,Dublin Airport,Dublin,Ireland,London Heathrow Airport,London,United Kingdom,450,Narrowbody,2024-02-11 12:45:00
1829,EI4595-351224,Dry,Windy,21,Aer Lingus,London City Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,546,Narrowbody,2024-01-05 13:39:00
1830,U25827-853671,Dry,Breezy,12,easyJet,London Gatwick Airport,London,United Kingdom,London City Airport,London,United Kingdom,42,Narrowbody,2024-03-17 11:04:00
1831,EI3329-272936,Dry,Windy,3,Aer Lingus,Dublin Airport,Dublin,Ireland,Belfast International Airport,Belfast,United Kingdom,138,Narrowbody,2024-04-19 13:36:00
1832,EI4737-244076,Dry,Breezy,2,Aer Lingus,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Narrowbody,2024-04-02 13:49:00
1833,BA744-936353,Light,Windy,0,British Airways,Glasgow Airport,Glasgow,United Kingdom,London Heathrow Airport,London,United Kingdom,555,Regional,2024-01-12 16:09:00
1834,U23542-889030,Dry,Calm,1,easyJet,Dublin Airport,Dublin,Ireland,Shannon Airport,Shannon,Ireland,195,Widebody,2024-07-29 17:03:00
1835,EI5526-362183,Moderate,Windy,0,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,London Gatwick Airport,London,United Kingdom,595,Regional,2024-10-11 20:54:00
1836,EI4140-553788,Dry,Calm,0,Aer Lingus,London Heathrow Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,523,Narrowbody,2024-06-12 14:36:00
1837,FR3396-422989,Dry,Breezy,4,Ryanair,Glasgow Airport,Glasgow,United Kingdom,Shannon Airport,Shannon,Ireland,457,Narrowbody,2024-02-05 16:31:00
1838,FR7937-091600,Moderate,Breezy,0,Ryanair,London City Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,42,Widebody,2024-11-02 06:38:00
1839,U28869-769036,Moderate,Calm,33,easyJet,Glasgow Airport,Glasgow,United Kingdom,London Gatwick Airport,London,United Kingdom,595,Regional,2024-07-30 04:38:00
1840,BA6652-585939,Dry,Calm,2,British Airways,London City Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,36,Narrowbody,2024-03-15 11:26:00
1841,BA4456-865920,Moderate,Calm,0,British Airways,Dublin Airport,Dublin,Ireland,Belfast International Airport,Belfast,United Kingdom,138,Regional,2024-04-22 20:57:00
1842,EI3823-996863,Moderate,Breezy,3,Aer Lingus,London City Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,36,Regional,2024-02-17 20:23:00
1843,BA3366-807487,Light,Breezy,2,British Airways,Shannon Airport,Shannon,Ireland,Belfast International Airport,Belfast,United Kingdom,281,Widebody,2024-01-07 10:16:00
1844,FR2773-279186,Dry,Breezy,0,Ryanair,Shannon Airport,Shannon,Ireland,Belfast International Airport,Belfast,United Kingdom,281,Narrowbody,2024-06-04 00:32:00
1845,FR5985-198961,Light,Windy,2,Ryanair,Shannon Airport,Shannon,Ireland,London Gatwick Airport,London,United Kingdom,623,Narrowbody,2024-01-03 08:04:00
1846,BA3166-906204,Light,Breezy,8,British Airways,London Gatwick Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,40,Regional,2024-10-08 20:46:00
1847,EI4395-547615,Dry,Calm,15,Aer Lingus,Dublin Airport,Dublin,Ireland,Shannon Airport,Shannon,Ireland,195,Narrowbody,2024-04-30 12:32:00
1848,U24049-660308,Dry,Breezy,38,easyJet,Dublin Airport,Dublin,Ireland,London Gatwick Airport,London,United Kingdom,485,Narrowbody,2024-12-24 18:54:00
1849,BA5204-809634,Heavy,Breezy,13,British Airways,Belfast International Airport,Belfast,United Kingdom,Shannon Airport,Shannon,Ireland,281,Widebody,2024-05-30 17:06:00
1850,U28480-007642,Moderate,Breezy,4,easyJet,London Gatwick Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,40,Regional,2024-10-27 19:20:00
1851,BA3963-764881,Dry,Calm,2,British Airways,Shannon Airport,Shannon,Ireland,London City Airport,London,United Kingdom,627,Widebody,2024-07-24 18:23:00
1852,U29520-865939,Light,Breezy,0,easyJet,Shannon Airport,Shannon,Ireland,Dublin Airport,Dublin,Ireland,195,Widebody,2024-04-17 22:06:00
1853,U2423-789138,Dry,Windy,1,easyJet,Dublin Airport,Dublin,Ireland,London Gatwick Airport,London,United Kingdom,485,Regional,2024-08-20 14:00:00
1854,EI3395-997110,Moderate,Breezy,10,Aer Lingus,London City Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,36,Narrowbody,2024-04-03 13:42:00
1855,FR4216-981651,Light,Breezy,3,Ryanair,Shannon Airport,Shannon,Ireland,Dublin Airport,Dublin,Ireland,195,Narrowbody,2024-09-28 09:00:00
1856,BA4566-815005,Dry,Breezy,0,British Airways,London City Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,478,Narrowbody,2024-05-16 14:00:00
1857,BA7027-402938,Light,Breezy,4,British Airways,London Gatwick Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,40,Widebody,2024-08-03 05:57:00
1858,EI7686-511400,Dry,Breezy,2,Aer Lingus,Shannon Airport,Shannon,Ireland,London Gatwick Airport,London,United Kingdom,623,Regional,2024-01-04 17:08:00
1859,U22798-059239,Moderate,Calm,1,easyJet,Belfast International Airport,Belfast,United Kingdom,London Heathrow Airport,London,United Kingdom,523,Regional,2024-04-01 18:06:00
1860,EI3783-626227,Dry,Very Windy,7,Aer Lingus,London Heathrow Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,555,Narrowbody,2024-12-27 15:40:00
1861,U27780-559793,Dry,Windy,15,easyJet,Shannon Airport,Shannon,Ireland,Dublin Airport,Dublin,Ireland,195,Regional,2024-02-14 15:41:00
1862,FR3716-308028,Light,Windy,5,Ryanair,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Narrowbody,2024-12-13 13:26:00
1863,FR7599-010325,Light,Breezy,21,Ryanair,London Heathrow Airport,London,United Kingdom,London City Airport,London,United Kingdom,36,Narrowbody,2024-07-17 00:18:00
1864,BA5008-433441,Dry,Breezy,7,British Airways,Belfast International Airport,Belfast,United Kingdom,London City Airport,London,United Kingdom,546,Regional,2024-02-07 13:35:00
1865,FR9482-909266,Light,Breezy,6,Ryanair,Glasgow Airport,Glasgow,United Kingdom,London City Airport,London,United Kingdom,568,Narrowbody,2024-03-20 16:19:00
1866,FR8089-639382,Light,Calm,8,Ryanair,Shannon Airport,Shannon,Ireland,London Heathrow Airport,London,United Kingdom,594,Narrowbody,2024-12-31 22:00:00
1867,FR209-313937,Dry,Calm,11,Ryanair,Belfast International Airport,Belfast,United Kingdom,London City Airport,London,United Kingdom,546,Widebody,2024-07-24 12:03:00
1868,BA3461-855527,Dry,Breezy,0,British Airways,London Gatwick Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,623,Regional,2024-12-07 18:40:00
1869,BA4550-327611,Moderate,Calm,0,British Airways,London Heathrow Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,555,Narrowbody,2024-02-18 16:35:00
1870,U29043-086488,Dry,Breezy,17,easyJet,Shannon Airport,Shannon,Ireland,London Heathrow Airport,London,United Kingdom,594,Widebody,2024-04-14 18:39:00
1871,EI5001-766063,Light,Windy,25,Aer Lingus,Shannon Airport,Shannon,Ireland,London Gatwick Airport,London,United Kingdom,623,Widebody,2024-03-20 11:54:00
1872,U23248-934502,Moderate,Breezy,2,easyJet,Shannon Airport,Shannon,Ireland,London Heathrow Airport,London,United Kingdom,594,Widebody,2024-09-05 11:49:00
1873,BA7284-392636,Dry,Calm,1,British Airways,London Heathrow Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,40,Widebody,2024-12-31 21:51:00
